,^GSPC
2023-05-17,109.16130336271861
2023-05-18,110.02804915282358
2023-05-19,112.09444637670633
2023-05-22,112.96178030076175
2023-05-23,111.24434980836013
2023-05-24,111.21436996685756
2023-05-25,109.96251421632688
2023-05-26,109.43784137904483
2023-05-29,111.14870770659797
2023-05-30,111.90433470528731
2023-05-31,111.16938704910413
2023-06-01,110.09216448400893
2023-06-02,110.17232103168126
2023-06-05,108.88367313113247
2023-06-06,108.1986284848266
2023-06-07,108.58016904065444
2023-06-08,109.88582867771855
2023-06-09,110.60104310688237
2023-06-12,108.13891226306535
2023-06-13,108.511948635964
2023-06-14,108.63358657434672
2023-06-15,109.12778458038912
2023-06-16,110.95021952790385
2023-06-19,108.72798853742576
2023-06-20,108.13043295548181
2023-06-21,108.81479125371798
2023-06-22,107.15017232847947
2023-06-23,108.78688889610706
2023-06-26,109.23203562513042
2023-06-27,110.20477506475383
2023-06-28,109.62120039413435
2023-06-29,110.56111300662965
2023-06-30,111.79346903595251
2023-07-03,112.09894544032836
2023-07-04,112.40696836287334
2023-07-05,112.75635766228129
2023-07-06,111.83179492551591
2023-07-07,111.71160830146914
2023-07-10,111.58597826506964
2023-07-11,112.05942802186917
2023-07-12,113.23072830382459
2023-07-13,112.08328595709641
2023-07-14,111.98804552977131
2023-07-17,113.70492149471072
2023-07-18,112.90771486620852
2023-07-19,112.02793975385572
2023-07-20,112.29971952509372
2023-07-21,113.29728627790195
2023-07-24,113.35556558738259
2023-07-25,114.91802896016266
2023-07-26,115.95324185424917
2023-07-27,116.98026239057853
2023-07-28,117.67733007942462
2023-07-31,120.49676656280701
2023-08-01,120.2979163255306
2023-08-02,117.95887883216744
2023-08-03,119.91445611604559
2023-08-04,119.41461875086232
2023-08-07,119.59134025574951
2023-08-08,121.2162256718875
2023-08-09,119.33722923790948
2023-08-10,117.90000763524502
2023-08-11,116.07355592298352
2023-08-14,115.20149550966154
2023-08-15,115.75537128646212
2023-08-16,116.41029478080362
2023-08-17,116.77905332191143
2023-08-18,115.18690356583483
2023-08-21,112.60149842354461
2023-08-22,112.70779211257809
2023-08-23,112.22219597647707
2023-08-24,112.7840193212236
2023-08-25,113.62393648722798
2023-08-28,113.82664201773818
2023-08-29,114.7410600425584
2023-08-30,115.05037219190592
2023-08-31,115.70810673245155
2023-09-01,114.94157616793261
2023-09-04,114.78121657455902
2023-09-05,115.05331306145902
2023-09-06,116.0476517299891
2023-09-07,115.63786861952048
2023-09-08,116.28861465255515
2023-09-11,116.02628618131037
2023-09-12,115.93635175739207
2023-09-13,116.94883590460263
2023-09-14,114.68691477803492
2023-09-15,113.25492057467716
2023-09-18,111.6332961701358
2023-09-19,109.1019970054447
2023-09-20,108.40785534126547
2023-09-21,109.26705062860378
2023-09-22,108.99980039198587
2023-09-25,109.25929951596795
2023-09-26,110.5000669398154
2023-09-27,112.0217431891344
2023-09-28,111.98910712169379
2023-09-29,113.56069680790442
2023-10-02,113.71083992959335
2023-10-03,112.8077172392121
2023-10-04,112.18404128581156
2023-10-05,110.57957342825078
2023-10-06,109.64567657653888
2023-10-09,109.29753888865221
2023-10-10,110.2234565134935
2023-10-11,112.18142495581492
2023-10-12,110.68580601912963
2023-10-13,111.16592288033216
2023-10-16,110.0592048095061
2023-10-17,110.62713664278061
2023-10-18,110.52641596776948
2023-10-19,108.56461141567475
2023-10-20,109.62094525283659
2023-10-23,109.00333253189002
2023-10-24,108.46629212630334
2023-10-25,107.35508900737385
2023-10-26,106.69764599751004
2023-10-27,107.19804382748661
2023-10-30,107.03817613989186
2023-10-31,107.43351350482058
2023-11-01,107.86618118457308
2023-11-02,109.3439055670014
2023-11-03,109.01332808810193
2023-11-06,107.45816108741435
2023-11-07,108.65457318413982
2023-11-08,108.33831910041121
2023-11-09,109.59643422198681
2023-11-10,110.061424077088
2023-11-13,109.96116250837606
2023-11-14,110.38949709231464
2023-11-15,112.60939170227809
2023-11-16,115.01872315743584
2023-11-17,115.14460077307285
2023-11-20,115.3753403149021
2023-11-21,116.67042085268808
2023-11-22,115.73422906525555
2023-11-23,116.16680559058163
2023-11-24,116.1832294294193
2023-11-27,116.59513988122802
2023-11-28,115.67377017491654
2023-11-29,113.89514313678919
2023-11-30,111.60305160631805
2023-12-01,110.40711205831182
2023-12-04,109.94583107585436
2023-12-05,109.6678095937238
2023-12-06,111.85777469060163
2023-12-07,113.14703065641653
2023-12-08,112.1085073622252
2023-12-11,112.54400520663597
2023-12-12,112.13163797542691
2023-12-13,111.85796331834517
2023-12-14,112.11029217467254
2023-12-15,112.85173183321615
2023-12-18,112.51451827325015
2023-12-19,113.76339168076323
2023-12-20,112.51667104153964
2023-12-21,112.56882229416907
2023-12-22,115.57752600210294
2023-12-25,115.88198737253632
2023-12-26,117.60181489001478
2023-12-27,117.75658676230437
2023-12-28,118.48986634217586
2023-12-29,118.46998162626396
2024-01-01,118.31558848088291
2024-01-02,117.4438925228389
2024-01-03,117.99753361571024
2024-01-04,117.04381487349531
2024-01-05,117.87257913205032
2024-01-08,119.20647494938939
2024-01-09,119.69207309522602
2024-01-10,119.39769548039165
2024-01-11,119.98893806377609
2024-01-12,119.66699280131341
2024-01-15,120.84011357899536
2024-01-16,118.69465078307041
2024-01-17,118.34429873814804
2024-01-18,116.05799719228757
2024-01-19,114.38150927307342
2024-01-22,115.99859233058396
2024-01-23,117.08848204461688
2024-01-24,116.29558579094986
2024-01-25,114.60713574500983
2024-01-26,111.30395369309672
2024-01-29,110.74495174188445
2024-01-30,113.50353428854314
2024-01-31,114.04382658663981
2024-02-01,113.45282314433052
2024-02-02,114.02730046550924
2024-02-05,112.30611515052166
2024-02-06,112.0174967790087
2024-02-07,112.17384496275284
2024-02-08,112.12214400720669
2024-02-09,113.05754193461684
2024-02-12,113.49324980012223
2024-02-13,114.30000587576303
2024-02-14,113.56131364471594
2024-02-15,114.63131863569431
2024-02-16,116.56049667001977
2024-02-19,115.48133645246746
2024-02-20,114.50654365557365
2024-02-21,116.09279341497461
2024-02-22,115.91722684139188
2024-02-23,117.60300508813286
2024-02-26,117.13056250738269
2024-02-27,118.8948735652795
2024-02-28,119.09893632969397
2024-02-29,119.45465384853806
2024-03-01,121.38702731190814
2024-03-04,120.99706741893417
2024-03-05,119.91163399416101
2024-03-06,119.42271742555408
2024-03-07,120.0121257462876
2024-03-08,118.1949281313314
2024-03-11,118.99838289094677
2024-03-12,118.40633080902951
2024-03-13,119.82116233666609
2024-03-14,117.03320690736676
2024-03-15,116.1627304219225
2024-03-18,114.26580703385324
2024-03-19,113.37093806049101
2024-03-20,113.69753712290456
2024-03-21,113.53935002358155
2024-03-22,113.2973408072154
2024-03-25,113.16238795496407
2024-03-26,113.43814734688912
2024-03-27,112.34476146985534
2024-03-28,113.18694893985469
2024-03-29,113.98507591240374
2024-04-01,114.47058680010439
2024-04-02,115.15548291866484
2024-04-03,115.54353907150498
2024-04-04,117.96620128102839
2024-04-05,117.91065915599117
2024-04-08,117.59615974728175
2024-04-09,116.76006514411841
2024-04-10,115.60722765047586
2024-04-11,114.22312351414293
2024-04-12,113.25770373542541
2024-04-15,113.22296116951745
2024-04-16,113.64754329693716
2024-04-17,113.75117122453162
2024-04-18,112.92885306023788
2024-04-19,113.99559954002197
2024-04-22,114.8875672278344
2024-04-23,114.75018840031788
2024-04-24,114.04901696110754
2024-04-25,114.72209155768067
2024-04-26,114.98392596869347
2024-04-29,113.37615227897264
2024-04-30,113.3444337790054
2024-05-01,113.6872920767874
2024-05-02,112.71411751313296
2024-05-03,112.9734814162487
2024-05-06,111.3863611407562
2024-05-07,112.92984097783017
2024-05-08,114.39372767616518
2024-05-09,114.15087931432974
2024-05-10,114.61235628706147
2024-05-13,111.92806630431062
2024-05-14,110.68550849174468
2024-05-15,110.40496813024482
2024-05-16,109.27130252947089
2024-05-17,110.09875861778701
2024-05-20,112.36480143569025
2024-05-21,111.09487730708855
2024-05-22,110.21245947282716
2024-05-23,110.51645637917184
2024-05-24,112.35635910360138
2024-05-27,111.0357092728678
2024-05-28,111.35710683510037
2024-05-29,113.449205086163
2024-05-30,111.63533402763592
2024-05-31,110.25842414851583
2024-06-03,109.83627576152679
2024-06-04,109.30968173558122
2024-06-05,110.2456418237834
2024-06-06,110.55659710196859
2024-06-07,108.65502555921272
2024-06-10,109.26018588046409
2024-06-11,108.67444559427175
2024-06-12,110.11234332030364
2024-06-13,109.46723406175573
2024-06-14,108.81608018660475
2024-06-17,109.45028582609875
2024-06-18,110.33262869796626
2024-06-19,110.87247798553972
2024-06-20,109.06289353464351
2024-06-21,109.69514016167633
2024-06-24,108.6098371200295
2024-06-25,108.90922594035104
2024-06-26,107.41259009075725
2024-06-27,107.93623357067284
2024-06-28,107.11195906314205
2024-07-01,105.78918439464817
2024-07-02,106.58965784332015
2024-07-03,106.89028492644141
2024-07-04,106.27851687093342
2024-07-05,107.87519471015703
2024-07-08,107.44385479418435
2024-07-09,107.52135799822182
2024-07-10,107.85401948569788
2024-07-11,107.23063499545617
2024-07-12,107.78013283365311
2024-07-15,107.24959928006396
2024-07-16,106.85175839121645
2024-07-17,108.36106707425365
2024-07-18,107.28222770971405
2024-07-19,104.76661907021342
2024-07-22,106.51060639736967
2024-07-23,109.3045311385211
2024-07-24,108.90600357298577
2024-07-25,106.85970193710503
2024-07-26,106.57105411538986
2024-07-29,106.30897450475116
2024-07-30,106.14971142331828
2024-07-31,105.01640637603036
2024-08-01,105.66906695108973
2024-08-02,106.26726347060756
2024-08-05,104.73289146201611
2024-08-06,105.50994200056181
2024-08-07,107.74119786162926
2024-08-08,107.96980865930148
2024-08-09,107.64926401679959
2024-08-12,107.53951429085646
2024-08-13,108.24648795223246
2024-08-14,106.43177892728555
2024-08-15,106.64953805232109
2024-08-16,106.27642406608275
2024-08-19,108.30179455666433
2024-08-20,108.156580518755
2024-08-21,110.01963753227724
2024-08-22,108.85551646418091
2024-08-23,109.54046863660925
2024-08-26,109.93486567731902
2024-08-27,109.02722129802433
2024-08-28,109.26450006498258
2024-08-29,110.64166513207583
2024-08-30,110.32811838521093
2024-09-02,108.5205106874928
2024-09-03,108.54486235459406
2024-09-04,107.61277145422972
2024-09-05,107.28790533998922
2024-09-06,107.24329596968047
2024-09-09,105.47179015375858
2024-09-10,103.82293933746227
2024-09-11,104.36638180354348
2024-09-12,103.86379977069902
2024-09-13,101.27433065005576
2024-09-16,102.11314060817539
2024-09-17,102.4326098785169
2024-09-18,101.7446628631576
2024-09-19,100.45381477590958
2024-09-20,101.33746109171449
2024-09-23,101.73278823229377
2024-09-24,104.22746512255874
2024-09-25,104.70821335966629
2024-09-26,105.15701275776973
2024-09-27,105.0236238099358
2024-09-30,105.92730661367997
2024-10-01,106.63416144190381
2024-10-02,108.02051624208066
2024-10-03,107.5018380005612
2024-10-04,107.07760697287505
2024-10-07,106.60845658624586
2024-10-08,107.49785091445287
2024-10-09,109.16435605528292
2024-10-10,108.7080877133405
2024-10-11,108.29061123679836
2024-10-14,108.6747232520542
2024-10-15,108.45134240605773
2024-10-16,109.53259233220156
2024-10-17,107.13657034052714
2024-10-18,106.29702822463072
2024-10-21,105.51078393893727
2024-10-22,103.13198802225394
2024-10-23,102.18380695569572
2024-10-24,101.29344084917733
2024-10-25,101.13038378277625
2024-10-28,102.30313030623492
2024-10-29,102.09356178576294
2024-10-30,101.08699958089393
2024-10-31,101.06986219671197
2024-11-01,102.17670525425567
2024-11-04,101.22483487955127
2024-11-05,100.34742170176894
2024-11-06,100.94985126942045
2024-11-07,100.76675707191987
2024-11-08,101.4618998623393
2024-11-11,101.48864185158975
2024-11-12,102.24414439588266
2024-11-13,101.23178055114815
2024-11-14,101.26004370089719
2024-11-15,101.08735034484573
2024-11-18,99.90563482596832
2024-11-19,98.39512983134672
2024-11-20,99.11182911012628
2024-11-21,98.80411718317454
2024-11-22,97.83833493241177
2024-11-25,97.78338583229859
2024-11-26,98.93221040113295
2024-11-27,96.74005091614075
2024-11-28,95.3411113885194
2024-11-29,94.5030625958391
2024-12-02,95.93242439599258
2024-12-03,96.24238959438621
2024-12-04,97.02251580779443
2024-12-05,95.96096211267877
2024-12-06,94.93060066762756
2024-12-09,95.39481649273834
2024-12-10,95.48861119090091
2024-12-11,96.05244784659932
2024-12-12,95.91071092296984
2024-12-13,96.21633073011229
2024-12-16,96.40714259903513
2024-12-17,97.19876115959926
2024-12-18,98.02553921295353
2024-12-19,96.489030565671
2024-12-20,94.38259144020783
2024-12-23,95.37095693034505
2024-12-24,96.54906728036165
2024-12-25,95.60691194748338
2024-12-26,93.88275946491382
2024-12-27,94.01337997444676
2024-12-30,94.93054268447348
2024-12-31,96.69110761801376
2025-01-01,97.23049681561044
2025-01-02,96.90850137507803
2025-01-03,96.08526192201953
2025-01-06,96.13471175058042
2025-01-07,95.88579119583216
2025-01-08,94.95538304694556
2025-01-09,96.95962799715612
2025-01-10,98.74555298178588
2025-01-13,99.9137043080509
2025-01-14,99.03747882949614
2025-01-15,99.92786201033942
2025-01-16,100.60931118231402
2025-01-17,101.0959702426442
2025-01-20,102.40821344158297
2025-01-21,103.10218978322425
2025-01-22,103.9095461955094
2025-01-23,104.6153024019609
2025-01-24,105.01442792052038
2025-01-27,103.19925542914017
2025-01-28,103.32691034851766
2025-01-29,102.79491937454554
2025-01-30,101.52829415637086
2025-01-31,103.29156175363232
2025-02-03,105.13504213582492
2025-02-04,106.61645323881383
2025-02-05,106.93166435718256
2025-02-06,108.42907046564108
2025-02-07,108.48552593767513
2025-02-10,108.74924586332556
2025-02-11,107.60961706379423
2025-02-12,108.08089069560451
2025-02-13,108.18944317777121
2025-02-14,106.8319749687733
2025-02-17,106.82001354275978
2025-02-18,106.77758284659085
2025-02-19,108.75782459948888
2025-02-20,109.77861545063774
2025-02-21,109.83510607106281
2025-02-24,110.15275436231956
2025-02-25,110.24555568593175
2025-02-26,110.06609647986747
2025-02-27,108.9246970201287
2025-02-28,108.80380123985174
2025-03-03,108.03824546483654
2025-03-04,106.73852302922597
2025-03-05,107.32851363727414
2025-03-06,107.79238312024171
2025-03-07,105.92591380202802
2025-03-10,105.83836554365533
2025-03-11,106.94023113145195
2025-03-12,108.1222280321128
2025-03-13,109.28079783789542
2025-03-14,109.36706885513301
2025-03-17,108.49014891456233
2025-03-18,107.36372695408309
2025-03-19,107.77744819998966
2025-03-20,108.23028618808512
2025-03-21,109.67643682053725
2025-03-24,110.93387955959244
2025-03-25,110.83161389920808
2025-03-26,109.5049768411148
2025-03-27,109.19976735473465
2025-03-28,109.4810248068988
2025-03-31,109.30371813982318
2025-04-01,108.71735829133995
2025-04-02,109.03624167756709
2025-04-03,108.53153132010085
2025-04-04,107.89516714909242
2025-04-07,108.27503490911134
2025-04-08,107.883795871979
2025-04-09,108.19073427733308
2025-04-10,108.53012322191546
2025-04-11,107.34344685755275
2025-04-14,106.87084684581278
2025-04-15,108.46188663102477
2025-04-16,107.25166056925283
2025-04-17,105.04738103852851
2025-04-18,103.15090827193869
2025-04-21,103.22222044860405
2025-04-22,103.29544880037898
2025-04-23,103.2153114206253
2025-04-24,104.51797924637343
2025-04-25,101.80210304307657
2025-04-28,102.24686161742386
2025-04-29,103.8974633266581
2025-04-30,102.77341139946365
2025-05-01,102.42477333802978
2025-05-02,101.69719192360552
2025-05-05,100.83204691381609
2025-05-06,100.5438158194977
2025-05-07,102.03016079341702
2025-05-08,103.96375516644444
2025-05-09,103.65654044373262
2025-05-12,105.6924582989721
2025-05-13,105.77236712772817
2025-05-14,107.6867139942113
2025-05-15,107.6293337226095
2025-05-16,107.81359967679967
2025-05-19,108.25164377987977
2025-05-20,111.79279224861108
2025-05-21,112.79363885484082
2025-05-22,112.04351235797209
2025-05-23,113.17975168695476
2025-05-26,112.81608792867553
2025-05-27,112.3098366532434
2025-05-28,113.38027837648632
2025-05-29,113.4609040670147
2025-05-30,113.82293955249561
2025-06-02,113.88440370823427
2025-06-03,114.31408169604592
2025-06-04,114.84684080616441
2025-06-05,112.6887678921236
2025-06-06,113.48781552841115
