,^GSPC
2023-08-09,100.37282133706972
2023-08-10,99.08990205438802
2023-08-11,99.15991545406328
2023-08-14,98.72045411845691
2023-08-15,98.43687002646101
2023-08-16,99.46869857854523
2023-08-17,100.04540789659337
2023-08-18,101.43296561087907
2023-08-21,101.31688557642222
2023-08-22,100.6544798269533
2023-08-23,100.46958771351659
2023-08-24,100.75381234872806
2023-08-25,100.97225472251259
2023-08-28,99.92320017363575
2023-08-29,100.05367484888342
2023-08-30,100.32240739746743
2023-08-31,102.92121721550147
2023-09-01,104.91308655269526
2023-09-04,104.06334775778502
2023-09-05,103.80623051372856
2023-09-06,102.3390758486056
2023-09-07,101.77703639567812
2023-09-08,102.13960490341324
2023-09-11,103.42007469679228
2023-09-12,102.709873428396
2023-09-13,102.0810174221015
2023-09-14,99.95238235786292
2023-09-15,99.82985001601409
2023-09-18,98.81437526807856
2023-09-19,98.3319203809336
2023-09-20,97.51245279078871
2023-09-21,97.45955439649802
2023-09-22,95.79976015028895
2023-09-25,94.44236260216981
2023-09-26,96.51343292856613
2023-09-27,95.31698049575174
2023-09-28,94.31498817239522
2023-09-29,96.10191603200377
2023-10-02,98.97427079207726
2023-10-03,97.86062368517186
2023-10-04,97.5399238437157
2023-10-05,97.91280375714878
2023-10-06,99.65999089227479
2023-10-09,98.72080659741684
2023-10-10,98.5183625096582
2023-10-11,99.32688980339131
2023-10-12,99.79958138074058
2023-10-13,99.46466226971434
2023-10-16,99.3713853393601
2023-10-17,98.05369534306409
2023-10-18,97.85957107908992
2023-10-19,97.63827983474947
2023-10-20,97.90438379637104
2023-10-23,97.4011536129624
2023-10-24,97.90067456689636
2023-10-25,98.93673426790654
2023-10-26,99.13027471830547
2023-10-27,99.51938560795088
2023-10-30,99.61213643199022
2023-10-31,99.65207335602643
2023-11-01,98.97519592094261
2023-11-02,99.3286664916821
2023-11-03,99.27178077290188
2023-11-06,101.4121627523032
2023-11-07,103.06157047488492
2023-11-08,103.5013904341694
2023-11-09,102.75571524633236
2023-11-10,101.65963889682006
2023-11-13,102.91895043360506
2023-11-14,103.23100889751005
2023-11-15,103.76935705802066
2023-11-16,102.01550952496208
2023-11-17,103.00723625935684
2023-11-20,103.51778607628306
2023-11-21,102.41560947270673
2023-11-22,101.97461290026565
2023-11-23,102.28479814826177
2023-11-24,102.37942136710312
2023-11-27,102.12157520971681
2023-11-28,102.05676056731853
2023-11-29,101.84065245306482
2023-11-30,102.036948307228
2023-12-01,103.59094325939566
2023-12-04,101.00634345140698
2023-12-05,100.80770776872751
2023-12-06,101.02620542968039
2023-12-07,101.3662182994638
2023-12-08,101.03032678521926
2023-12-11,99.31071982441182
2023-12-12,99.67685205005485
2023-12-13,101.45415038948727
2023-12-14,99.9498301980181
2023-12-15,100.8572995665481
2023-12-18,100.56672021687814
2023-12-19,100.54527730803164
2023-12-20,99.53199610990828
2023-12-21,99.23934907397218
2023-12-22,100.57815084321302
2023-12-25,101.20635972987976
2023-12-26,103.01604101501083
2023-12-27,104.27783558031929
2023-12-28,104.77861542658637
2023-12-29,106.66456939967254
2024-01-01,107.17671097225188
2024-01-02,108.11104122377225
2024-01-03,107.83401523051306
2024-01-04,107.94896909020333
2024-01-05,107.24161455669578
2024-01-08,108.35146058555661
2024-01-09,107.12508516406038
2024-01-10,108.00966083924794
2024-01-11,107.84706564942417
2024-01-12,109.16130336271861
2024-01-15,110.02804915282358
2024-01-16,112.09444637670633
2024-01-17,112.96178030076175
2024-01-18,111.24434980836013
2024-01-19,111.21436996685756
2024-01-22,109.96251421632688
2024-01-23,109.43784137904483
2024-01-24,111.14870770659797
2024-01-25,111.90433470528731
2024-01-26,111.16938704910413
2024-01-29,110.09216448400893
2024-01-30,110.17232103168126
2024-01-31,108.88367313113247
2024-02-01,108.1986284848266
2024-02-02,108.58016904065444
2024-02-05,109.88582867771855
2024-02-06,110.60104310688237
2024-02-07,108.13891226306535
2024-02-08,108.511948635964
2024-02-09,108.63358657434672
2024-02-12,109.12778458038912
2024-02-13,110.95021952790385
2024-02-14,108.72798853742576
2024-02-15,108.13043295548181
2024-02-16,108.81479125371798
2024-02-19,107.15017232847947
2024-02-20,108.78688889610706
2024-02-21,109.23203562513042
2024-02-22,110.20477506475383
2024-02-23,109.62120039413435
2024-02-26,110.56111300662965
2024-02-27,111.79346903595251
2024-02-28,112.09894544032836
2024-02-29,112.40696836287334
2024-03-01,112.75635766228129
2024-03-04,111.83179492551591
2024-03-05,111.71160830146914
2024-03-06,111.58597826506964
2024-03-07,112.05942802186917
2024-03-08,113.23072830382459
2024-03-11,112.08328595709641
2024-03-12,111.98804552977131
2024-03-13,113.70492149471072
2024-03-14,112.90771486620852
2024-03-15,112.02793975385572
2024-03-18,112.29971952509372
2024-03-19,113.29728627790195
2024-03-20,113.35556558738259
2024-03-21,114.91802896016266
2024-03-22,115.95324185424917
2024-03-25,116.98026239057853
2024-03-26,117.67733007942462
2024-03-27,120.49676656280701
2024-03-28,120.2979163255306
2024-03-29,117.95887883216744
2024-04-01,119.91445611604559
2024-04-02,119.41461875086232
2024-04-03,119.59134025574951
2024-04-04,121.2162256718875
2024-04-05,119.33722923790948
2024-04-08,117.90000763524502
2024-04-09,116.07355592298352
2024-04-10,115.20149550966154
2024-04-11,115.75537128646212
2024-04-12,116.41029478080362
2024-04-15,116.77905332191143
2024-04-16,115.18690356583483
2024-04-17,112.60149842354461
2024-04-18,112.70779211257809
2024-04-19,112.22219597647707
2024-04-22,112.7840193212236
2024-04-23,113.62393648722798
2024-04-24,113.82664201773818
2024-04-25,114.7410600425584
2024-04-26,115.05037219190592
2024-04-29,115.70810673245155
2024-04-30,114.94157616793261
2024-05-01,114.78121657455902
2024-05-02,115.05331306145902
2024-05-03,116.0476517299891
2024-05-06,115.63786861952048
2024-05-07,116.28861465255515
2024-05-08,116.02628618131037
2024-05-09,115.93635175739207
2024-05-10,116.94883590460263
2024-05-13,114.68691477803492
2024-05-14,113.25492057467716
2024-05-15,111.6332961701358
2024-05-16,109.1019970054447
2024-05-17,108.40785534126547
2024-05-20,109.26705062860378
2024-05-21,108.99980039198587
2024-05-22,109.25929951596795
2024-05-23,110.5000669398154
2024-05-24,112.0217431891344
2024-05-27,111.98910712169379
2024-05-28,113.56069680790442
2024-05-29,113.71083992959335
2024-05-30,112.8077172392121
2024-05-31,112.18404128581156
2024-06-03,110.57957342825078
2024-06-04,109.64567657653888
2024-06-05,109.29753888865221
2024-06-06,110.2234565134935
2024-06-07,112.18142495581492
2024-06-10,110.68580601912963
2024-06-11,111.16592288033216
2024-06-12,110.0592048095061
2024-06-13,110.62713664278061
2024-06-14,110.52641596776948
2024-06-17,108.56461141567475
2024-06-18,109.62094525283659
2024-06-19,109.00333253189002
2024-06-20,108.46629212630334
2024-06-21,107.35508900737385
2024-06-24,106.69764599751004
2024-06-25,107.19804382748661
2024-06-26,107.03817613989186
2024-06-27,107.43351350482058
2024-06-28,107.86618118457308
2024-07-01,109.3439055670014
2024-07-02,109.01332808810193
2024-07-03,107.45816108741435
2024-07-04,108.65457318413982
2024-07-05,108.33831910041121
2024-07-08,109.59643422198681
2024-07-09,110.061424077088
2024-07-10,109.96116250837606
2024-07-11,110.38949709231464
2024-07-12,112.60939170227809
2024-07-15,115.01872315743584
2024-07-16,115.14460077307285
2024-07-17,115.3753403149021
2024-07-18,116.67042085268808
2024-07-19,115.73422906525555
2024-07-22,116.16680559058163
2024-07-23,116.1832294294193
2024-07-24,116.59513988122802
2024-07-25,115.67377017491654
2024-07-26,113.89514313678919
2024-07-29,111.60305160631805
2024-07-30,110.40711205831182
2024-07-31,109.94583107585436
2024-08-01,109.6678095937238
2024-08-02,111.85777469060163
2024-08-05,113.14703065641653
2024-08-06,112.1085073622252
2024-08-07,112.54400520663597
2024-08-08,112.13163797542691
2024-08-09,111.85796331834517
2024-08-12,112.11029217467254
2024-08-13,112.85173183321615
2024-08-14,112.51451827325015
2024-08-15,113.76339168076323
2024-08-16,112.51667104153964
2024-08-19,112.56882229416907
2024-08-20,115.57752600210294
2024-08-21,115.88198737253632
2024-08-22,117.60181489001478
2024-08-23,117.75658676230437
2024-08-26,118.48986634217586
2024-08-27,118.46998162626396
2024-08-28,118.31558848088291
2024-08-29,117.4438925228389
2024-08-30,117.99753361571024
2024-09-02,117.04381487349531
2024-09-03,117.87257913205032
2024-09-04,119.20647494938939
2024-09-05,119.69207309522602
2024-09-06,119.39769548039165
2024-09-09,119.98893806377609
2024-09-10,119.66699280131341
2024-09-11,120.84011357899536
2024-09-12,118.69465078307041
2024-09-13,118.34429873814804
2024-09-16,116.05799719228757
2024-09-17,114.38150927307342
2024-09-18,115.99859233058396
2024-09-19,117.08848204461688
2024-09-20,116.29558579094986
2024-09-23,114.60713574500983
2024-09-24,111.30395369309672
2024-09-25,110.74495174188445
2024-09-26,113.50353428854314
2024-09-27,114.04382658663981
2024-09-30,113.45282314433052
2024-10-01,114.02730046550924
2024-10-02,112.30611515052166
2024-10-03,112.0174967790087
2024-10-04,112.17384496275284
2024-10-07,112.12214400720669
2024-10-08,113.05754193461684
2024-10-09,113.49324980012223
2024-10-10,114.30000587576303
2024-10-11,113.56131364471594
2024-10-14,114.63131863569431
2024-10-15,116.56049667001977
2024-10-16,115.48133645246746
2024-10-17,114.50654365557365
2024-10-18,116.09279341497461
2024-10-21,115.91722684139188
2024-10-22,117.60300508813286
2024-10-23,117.13056250738269
2024-10-24,118.8948735652795
2024-10-25,119.09893632969397
2024-10-28,119.45465384853806
2024-10-29,121.38702731190814
2024-10-30,120.99706741893417
2024-10-31,119.91163399416101
2024-11-01,119.42271742555408
2024-11-04,120.0121257462876
2024-11-05,118.1949281313314
2024-11-06,118.99838289094677
2024-11-07,118.40633080902951
2024-11-08,119.82116233666609
2024-11-11,117.03320690736676
2024-11-12,116.1627304219225
2024-11-13,114.26580703385324
2024-11-14,113.37093806049101
2024-11-15,113.69753712290456
2024-11-18,113.53935002358155
2024-11-19,113.2973408072154
2024-11-20,113.16238795496407
2024-11-21,113.43814734688912
2024-11-22,112.34476146985534
2024-11-25,113.18694893985469
2024-11-26,113.98507591240374
2024-11-27,114.47058680010439
2024-11-28,115.15548291866484
2024-11-29,115.54353907150498
2024-12-02,117.96620128102839
2024-12-03,117.91065915599117
2024-12-04,117.59615974728175
2024-12-05,116.76006514411841
2024-12-06,115.60722765047586
2024-12-09,114.22312351414293
2024-12-10,113.25770373542541
2024-12-11,113.22296116951745
2024-12-12,113.64754329693716
2024-12-13,113.75117122453162
2024-12-16,112.92885306023788
2024-12-17,113.99559954002197
2024-12-18,114.8875672278344
2024-12-19,114.75018840031788
2024-12-20,114.04901696110754
2024-12-23,114.72209155768067
2024-12-24,114.98392596869347
2024-12-25,113.37615227897264
2024-12-26,113.3444337790054
2024-12-27,113.6872920767874
2024-12-30,112.71411751313296
2024-12-31,112.9734814162487
2025-01-01,111.3863611407562
2025-01-02,112.92984097783017
2025-01-03,114.39372767616518
2025-01-06,114.15087931432974
2025-01-07,114.61235628706147
2025-01-08,111.92806630431062
2025-01-09,110.68550849174468
2025-01-10,110.40496813024482
2025-01-13,109.27130252947089
2025-01-14,110.09875861778701
2025-01-15,112.36480143569025
2025-01-16,111.09487730708855
2025-01-17,110.21245947282716
2025-01-20,110.51645637917184
2025-01-21,112.35635910360138
2025-01-22,111.0357092728678
2025-01-23,111.35710683510037
2025-01-24,113.449205086163
2025-01-27,111.63533402763592
2025-01-28,110.25842414851583
2025-01-29,109.83627576152679
2025-01-30,109.30968173558122
2025-01-31,110.2456418237834
2025-02-03,110.55659710196859
2025-02-04,108.65502555921272
2025-02-05,109.26018588046409
2025-02-06,108.67444559427175
2025-02-07,110.11234332030364
2025-02-10,109.46723406175573
2025-02-11,108.81608018660475
2025-02-12,109.45028582609875
2025-02-13,110.33262869796626
2025-02-14,110.87247798553972
2025-02-17,109.06289353464351
2025-02-18,109.69514016167633
2025-02-19,108.6098371200295
2025-02-20,108.90922594035104
2025-02-21,107.41259009075725
2025-02-24,107.93623357067284
2025-02-25,107.11195906314205
2025-02-26,105.78918439464817
2025-02-27,106.58965784332015
2025-02-28,106.89028492644141
2025-03-03,106.27851687093342
2025-03-04,107.87519471015703
2025-03-05,107.44385479418435
2025-03-06,107.52135799822182
2025-03-07,107.85401948569788
2025-03-10,107.23063499545617
2025-03-11,107.78013283365311
2025-03-12,107.24959928006396
2025-03-13,106.85175839121645
2025-03-14,108.36106707425365
2025-03-17,107.28222770971405
2025-03-18,104.76661907021342
2025-03-19,106.51060639736967
2025-03-20,109.3045311385211
2025-03-21,108.90600357298577
2025-03-24,106.85970193710503
2025-03-25,106.57105411538986
2025-03-26,106.30897450475116
2025-03-27,106.14971142331828
2025-03-28,105.01640637603036
2025-03-31,105.66906695108973
2025-04-01,106.26726347060756
2025-04-02,104.73289146201611
2025-04-03,105.50994200056181
2025-04-04,107.74119786162926
2025-04-07,107.96980865930148
2025-04-08,107.64926401679959
2025-04-09,107.53951429085646
2025-04-10,108.24648795223246
2025-04-11,106.43177892728555
2025-04-14,106.64953805232109
2025-04-15,106.27642406608275
2025-04-16,108.30179455666433
2025-04-17,108.156580518755
2025-04-18,110.01963753227724
2025-04-21,108.85551646418091
2025-04-22,109.54046863660925
2025-04-23,109.93486567731902
2025-04-24,109.02722129802433
2025-04-25,109.26450006498258
2025-04-28,110.64166513207583
2025-04-29,110.32811838521093
2025-04-30,108.5205106874928
2025-05-01,108.54486235459406
2025-05-02,107.61277145422972
2025-05-05,107.28790533998922
2025-05-06,107.24329596968047
2025-05-07,105.47179015375858
2025-05-08,103.82293933746227
2025-05-09,104.36638180354348
2025-05-12,103.86379977069902
2025-05-13,101.27433065005576
2025-05-14,102.11314060817539
2025-05-15,102.4326098785169
2025-05-16,101.7446628631576
2025-05-19,100.45381477590958
2025-05-20,101.33746109171449
2025-05-21,101.73278823229377
2025-05-22,104.22746512255874
2025-05-23,104.70821335966629
2025-05-26,105.15701275776973
2025-05-27,105.0236238099358
2025-05-28,105.92730661367997
2025-05-29,106.63416144190381
2025-05-30,108.02051624208066
2025-06-02,107.5018380005612
2025-06-03,107.07760697287505
2025-06-04,106.60845658624586
2025-06-05,107.49785091445287
2025-06-06,109.16435605528292
2025-06-09,108.7080877133405
2025-06-10,108.29061123679836
2025-06-11,108.6747232520542
2025-06-12,108.45134240605773
2025-06-13,109.53259233220156
2025-06-16,107.13657034052714
2025-06-17,106.29702822463072
2025-06-18,105.51078393893727
2025-06-19,103.13198802225394
2025-06-20,102.18380695569572
2025-06-23,101.29344084917733
2025-06-24,101.13038378277625
2025-06-25,102.30313030623492
2025-06-26,102.09356178576294
2025-06-27,101.08699958089393
2025-06-30,101.06986219671197
2025-07-01,102.17670525425567
2025-07-02,101.22483487955127
2025-07-03,100.34742170176894
2025-07-04,100.94985126942045
2025-07-07,100.76675707191987
2025-07-08,101.4618998623393
2025-07-09,101.48864185158975
2025-07-10,102.24414439588266
2025-07-11,101.23178055114815
2025-07-14,101.26004370089719
2025-07-15,101.08735034484573
2025-07-16,99.90563482596832
2025-07-17,98.39512983134672
2025-07-18,99.11182911012628
2025-07-21,98.80411718317454
2025-07-22,97.83833493241177
2025-07-23,97.78338583229859
2025-07-24,98.93221040113295
2025-07-25,96.74005091614075
2025-07-28,95.3411113885194
2025-07-29,94.5030625958391
2025-07-30,95.93242439599258
2025-07-31,96.24238959438621
2025-08-01,97.02251580779443
2025-08-04,95.96096211267877
2025-08-05,94.93060066762756
2025-08-06,95.39481649273834
2025-08-07,95.48861119090091
2025-08-08,96.05244784659932
2025-08-11,95.91071092296984
2025-08-12,96.21633073011229
2025-08-13,96.40714259903513
2025-08-14,97.19876115959926
2025-08-15,98.02553921295353
2025-08-18,96.489030565671
2025-08-19,94.38259144020783
2025-08-20,95.37095693034505
2025-08-21,96.54906728036165
2025-08-22,95.60691194748338
2025-08-25,93.88275946491382
2025-08-26,94.01337997444676
2025-08-27,94.93054268447348
2025-08-28,96.69110761801376
2025-08-29,97.23049681561044
2025-09-01,96.90850137507803
2025-09-02,96.08526192201953
2025-09-03,96.13471175058042
2025-09-04,95.88579119583216
2025-09-05,94.95538304694556
2025-09-08,96.95962799715612
2025-09-09,98.74555298178588
2025-09-10,99.9137043080509
2025-09-11,99.03747882949614
2025-09-12,99.92786201033942
2025-09-15,100.60931118231402
2025-09-16,101.0959702426442
2025-09-17,102.40821344158297
2025-09-18,103.10218978322425
2025-09-19,103.9095461955094
2025-09-22,104.6153024019609
2025-09-23,105.01442792052038
2025-09-24,103.19925542914017
2025-09-25,103.32691034851766
2025-09-26,102.79491937454554
2025-09-29,101.52829415637086
2025-09-30,103.29156175363232
2025-10-01,105.13504213582492
2025-10-02,106.61645323881383
2025-10-03,106.93166435718256
2025-10-06,108.42907046564108
2025-10-07,108.48552593767513
2025-10-08,108.74924586332556
2025-10-09,107.60961706379423
2025-10-10,108.08089069560451
2025-10-13,108.18944317777121
2025-10-14,106.8319749687733
2025-10-15,106.82001354275978
2025-10-16,106.77758284659085
2025-10-17,108.75782459948888
