,AAPL,MSFT,AMZN,GOOGL,META,NVDA,TSLA
2022-12-21,104.66455602198383,96.10157212253085,93.42079350607662,101.55484971484321,109.6357360946197,103.30754622156677,100.3191405525741
2022-12-22,105.62285939839097,93.6043943670008,93.41838456889421,100.42394260054238,110.36957163745875,104.74333917817762,100.17077893991437
2022-12-23,105.90164382450038,94.01333834504113,93.52924328977662,100.02113871248513,110.83412448552711,105.3283773886588,100.46415647754851
2022-12-26,106.66572836829178,95.53102382221275,92.93435972716547,99.87791350841665,109.78941897370946,104.89204730394299,101.26421918964161
2022-12-27,106.7805401119638,94.49748721798784,93.46758842206722,99.2762623579898,108.20025902093317,104.68302655722394,100.06605631790293
2022-12-28,107.13255453963164,94.17692355949453,96.27004149240994,99.90238162773926,107.47553267688434,103.88613983249313,99.05981821901132
2022-12-29,107.85414202046861,93.50793131263443,94.61228293662316,99.49753119073053,108.12764111698883,102.89898294828473,97.38173932454038
2022-12-30,106.33646012847322,92.71245290639064,94.95731108779243,100.51779137315005,108.91996055086265,101.87062175745545,98.26841722044364
2023-01-02,106.03948313016191,92.44743188801351,94.2758946370604,100.84114653278276,107.48312761675916,101.28345285203817,98.55412786708112
2023-01-03,105.58409881967623,93.81408755567966,94.85975697642871,100.18023362814476,106.47634940489749,100.28095935915935,99.092979267696
2023-01-04,104.95366867803284,95.59197745017515,94.941900730923,99.35621276576352,105.7513445549392,98.76455534946248,97.72560588087885
2023-01-05,104.70716818574071,95.30950147767093,95.70625731388742,97.77183385624471,105.41632199023248,99.02108582240845,99.52542038032752
2023-01-06,106.32675985841253,97.18147516116169,96.87667198907442,98.09573307526016,104.0318365950248,99.2933670131987,98.96087635192035
2023-01-09,105.4522961577027,97.25494925743968,97.1020956976422,97.78762100981857,102.6039525363216,101.03699116574496,99.16713328820296
2023-01-10,106.52092716857192,99.01514156868984,98.24687865485268,95.53341095240302,101.80488638085443,100.4041273293399,100.05804707604378
2023-01-11,104.78522376791342,98.9623818966266,96.00886220961307,95.06100947541083,101.9335001281855,100.7421539297927,99.11498995374473
2023-01-12,104.47668297327408,99.13180966411711,97.58707192588699,94.24601555791656,100.77745780503147,101.09811156398419,98.61441495266585
2023-01-13,104.68872754111196,99.5345798599106,97.99296068919968,95.78109488603556,100.70109390167114,100.88215680635568,98.83078694248061
2023-01-16,105.34636873024421,102.79057406701426,99.09451383812909,94.20163517616749,101.81344731276054,101.67652060599535,101.73627193862289
2023-01-17,106.14073867628562,103.71082657290562,97.9321921645704,92.89074633633557,100.53685668255153,102.5088051820859,102.08391214092114
2023-01-18,107.0289554119612,103.02110470725492,97.16082776277698,93.96512740862552,100.36965653634104,102.88612664187526,103.77849319729444
2023-01-19,106.6990397203063,104.06584731144635,97.34165500994749,95.28680656524286,101.44405894851043,102.66450234272241,105.07931921699642
2023-01-20,106.24934472919523,103.73146791426878,97.36400927489892,94.61741316314757,101.06105299153334,102.33902864893987,105.5089292156539
2023-01-23,107.20773483479664,103.2659829918768,97.67907046272558,94.05885208614268,100.52315735207328,100.98919924274912,104.51218095071788
2023-01-24,107.04564754884305,104.2502264034979,98.78368556108666,94.67812930286998,101.74025853370475,100.21865962805909,105.66790082170911
2023-01-25,105.73103807458696,104.32435963558974,97.09406608657257,92.53732053383253,101.46978401445683,99.63707356766956,104.13832478519724
2023-01-26,104.58139008254412,104.65724187814484,98.08343095680007,90.8672900995,102.63777167570036,98.56286838390803,105.86120111894735
2023-01-27,103.66567917899448,104.71375657579074,98.13079894478275,90.6488052702771,103.12023771823182,99.03703211412292,106.11557875878903
2023-01-30,104.22402878749774,105.10883434549969,97.97021003958109,92.10153991798994,102.80841599825943,100.2693555771874,103.38156213563127
2023-01-31,104.41433376903085,105.5986925346281,96.57812834432042,91.73778662818168,103.34409232481107,99.40272187305355,103.07136056103062
2023-02-01,105.17985780114564,103.61440044163331,97.10402121897475,91.86717007448702,103.71726775365751,99.7247519724962,103.78910954300382
2023-02-02,104.77333366417207,104.34910402662143,94.82581753974918,92.95185053955828,104.8234436700688,98.73828849988509,103.58482153374715
2023-02-03,104.98155695169771,103.37073067084175,95.48084478623433,94.9689950352241,104.2919304779251,98.47705506786886,104.36985274213934
2023-02-06,105.68263467499068,101.93128009792707,94.10437991750268,94.46052152276712,104.37665624921408,97.83870758111475,103.52784654191858
2023-02-07,105.39836516231516,101.91251500887613,94.19236901663848,94.48240420860594,104.35420131802562,98.46874993164538,102.2254636173829
2023-02-08,105.92326083762869,102.03894552620407,94.11782752394629,96.25820059497381,105.13364768883963,97.8417479415015,102.1933234618967
2023-02-09,105.26654087354572,101.37428887846652,95.26313102969706,94.84198374882553,104.1029781724649,98.87614048760143,102.26648497189679
2023-02-10,104.92702197381935,102.26114803584498,95.13113530495463,95.85992280851447,105.20915849582084,98.67294081006087,101.95159691815363
2023-02-13,104.56905857535273,100.93816125832566,94.51087675217839,94.92668275393855,105.74321363269361,98.07325660819095,103.25184202345177
2023-02-14,103.36736613659723,100.5684537096671,94.0709136912508,95.06202343451292,104.40153636130654,96.89051824749797,102.41866776177686
2023-02-15,103.91352149056495,100.02197238721993,95.31409742316875,94.86960467255217,105.71290959351475,97.17502250288165,102.78101473763124
2023-02-16,103.4682710395763,100.0153838865036,95.8649755000132,94.00267603716512,108.1444626571903,98.08808410079753,102.89204729973143
2023-02-17,103.52260005514266,100.33480621609128,95.53420934568224,93.1203023690977,109.27703793804797,98.39589688804449,101.34324238131805
2023-02-20,104.06309662363485,99.36835734083738,95.3467200299009,93.41541502502962,110.8919315997689,100.6639177848312,100.05528595608185
2023-02-21,104.57062968357182,100.13072208271208,93.90166909369918,94.387794382169,111.03104553280964,102.15438997237496,100.10723915538232
2023-02-22,105.31086301225304,100.23391223291391,94.30487672339487,94.3031323511444,109.24518966651813,101.8814638556714,102.15119328895679
2023-02-23,105.24928945133212,98.39471706923636,92.69687361931165,94.4070297007895,107.29194725967028,101.59859883957154,102.78574756512342
2023-02-24,104.84664286318008,96.52491870107107,93.43375764956707,94.98578779120784,107.60901410414479,102.11776552873624,101.0676760947649
2023-02-27,104.80500792131376,96.55164117938178,93.59144004556195,94.10499156240931,107.0166714579809,101.30608914732366,98.01156404263033
2023-02-28,103.0926616950812,96.37707226804058,95.89064664857155,94.84158899757227,106.08480989534723,102.53553306530378,98.7721821649338
2023-03-01,101.65219028791847,96.31596919721477,94.87944533370222,95.66011558448378,106.06068186316921,102.9481442709872,98.71667448403673
2023-03-02,100.35662490663717,96.32754470621336,94.82001051278394,98.2227353582451,106.75828428054612,103.25379606036591,99.8896955752882
2023-03-03,99.40054760883872,96.58369194089845,96.5791950002425,97.89315879919472,105.26065242518644,104.00713822458549,99.05342526649095
2023-03-06,99.83864821915307,97.54232658066692,97.77581360045185,97.48473967509786,104.83114385504908,105.85686298750312,99.44069921570848
2023-03-07,98.97829409246997,96.50312136454454,97.13629751376294,98.27655639436816,106.46854705998139,106.08040941430654,100.32583241891031
2023-03-08,98.64415185560395,95.41689294174486,97.39304441534217,99.12449149509725,105.3719766908699,106.00295617935687,99.91787283998104
2023-03-09,99.9741079479314,94.41711871780252,97.43395745819562,98.63495169611343,106.3349839279324,107.65742322190776,99.53284809163307
2023-03-10,99.65842532243477,94.7281836496882,97.74815732211052,98.27739601251605,105.86312956258872,108.74760890002067,99.59782724748256
2023-03-13,100.43630524459162,95.95324480224787,97.1064251356565,98.85017896496072,106.48508909103491,108.44247891972731,100.17985424866758
2023-03-14,99.54278692860338,95.5784757010021,97.05854366436914,98.07470828439207,107.70308648090352,108.49149129743142,100.20556970546184
2023-03-15,99.37824192002661,93.25434444812221,95.55804038702259,97.71198058626163,108.54784673998046,108.74716034339131,101.22681947986594
2023-03-16,98.47798050234492,91.71543796789283,95.72553154122578,97.83869033155327,109.58304411619176,109.18499956879417,100.80060770854458
2023-03-17,98.18393862850597,90.99097728079715,96.19575759704038,98.85750722122589,108.37167132835388,107.75689188839364,99.51022795697321
2023-03-20,99.0520753627944,90.52110808023588,96.01563691644887,98.3009317905579,109.62915120653798,106.14996333073779,101.53770284401516
2023-03-21,97.39477080480037,90.1882520910408,94.51518919861083,96.54504254186902,108.74181319434399,105.25425954517591,100.96600224454669
2023-03-22,97.85793243047769,90.25915088521678,95.49232449461829,94.750174614897,109.06802867338887,104.28541946669884,100.43386266152665
2023-03-23,98.13009652188322,90.0142079169531,95.87939723178923,93.6017945830015,109.39380547710374,103.65761638127395,100.40795073269177
2023-03-24,97.58781255637307,91.00012860158999,95.22390106326169,92.41764087753678,109.96976795859945,104.35937009163258,100.51562678235233
2023-03-27,96.22527294833847,90.42318869915655,94.99506732969007,92.31178099322446,110.38508863828574,104.22490713583106,100.16775889510193
2023-03-28,96.3332303879533,89.68267145495108,93.61758814650992,91.25729823217436,109.50135879356621,104.47158063993231,100.19036540540634
2023-03-29,95.86283845513393,90.14922226167569,92.69960134726306,90.6544857532568,108.07638915921616,103.24161776991619,100.19060362689048
2023-03-30,96.12459031647768,88.81094543047507,92.23927893295993,89.99144060717688,109.0669344114185,102.80722397576338,100.40606374947491
2023-03-31,96.1840638288897,89.1933797522629,93.41671276561789,89.63173861165978,109.31352359898136,103.45411688664147,98.10592151273914
2023-04-03,97.77622762723017,89.32061842461475,92.85835177378237,90.86133254602679,110.62143591755289,104.1130912177975,100.00863075613711
2023-04-04,97.58149938047536,89.2247016650735,93.49214007995946,91.50137523359774,110.61620040169097,103.40279427105501,99.90139072110917
2023-04-05,96.62649171690346,90.68941862072317,93.02741246571168,91.55274883698868,109.11636833632645,103.61152921275769,100.52332929853307
2023-04-06,96.8386025388386,90.16295212410468,93.29566866406917,91.16809801252377,110.2197619824771,105.95739591686299,99.18718470152403
2023-04-07,97.09070728421787,92.07666949495312,93.20111899500526,90.81029923060335,109.85622911636905,105.98113522660438,98.76060761086775
2023-04-10,98.45873672776916,91.906088596502,94.05599477416727,91.14486570152066,110.27668627893586,105.29113623086548,98.13809880435781
2023-04-11,99.32414130900729,90.77619804066946,93.59174457627691,91.71554290775724,109.60883068031433,105.1503904447054,99.63095364116354
2023-04-12,99.7191133270046,90.87603371662509,92.16835939936588,90.92324483016569,111.47060905921458,105.289467082839,99.08863570846428
2023-04-13,101.22951817578978,89.93919752218603,90.93976895920828,90.99281021351527,110.54197488374473,105.17248352365725,99.8826063254797
2023-04-14,100.07328477719986,89.30132277263425,90.49355501529108,89.19850675813444,110.21367862705962,105.18157639271104,99.27475956570673
2023-04-17,99.47488995263858,89.6924533534041,89.4060213806554,89.42331451227336,110.37630713373747,103.71571925070484,98.86597704247413
2023-04-18,98.59686742996557,90.22823947977489,89.80944548212203,90.14350760178031,109.22103557656655,102.76320725725697,98.66296657898566
2023-04-19,98.25256846893987,89.70448585448388,89.42787832637788,89.92736087490785,109.62647148848359,102.6509122611667,99.97779540001804
2023-04-20,96.9479785574354,90.63086504247421,91.61349051228676,91.6124805569071,111.45244284059544,102.52240405378363,98.14535447606923
2023-04-21,97.604738317705,91.72270104530391,90.07128309447654,90.84503370271126,110.95152083751178,101.98435896851731,96.9013017917014
2023-04-24,97.42704228147134,93.08684959058972,90.29099416043283,91.07920683356525,111.43537036781466,101.84472222355805,95.07061217305723
2023-04-25,96.04297529889261,93.61841054586283,89.3139948431084,91.08300970057431,108.45663666579554,101.94765250114222,94.0799431930581
2023-04-26,95.11055576315319,94.94154107911761,88.90996063375422,91.02810532498002,108.45779802515302,102.89958454195218,93.3568157169199
2023-04-27,95.4473797571131,93.20984608953343,89.0714070193938,90.96047639836414,108.16206629422756,102.83867394729414,91.89844119810363
2023-04-28,96.28921935615045,92.95116942945756,87.05887904253697,91.09438230147863,107.32329633959574,103.29123473819438,91.2627391476416
2023-05-01,98.27047961239576,92.18562826846437,87.30021464257632,91.9068647499173,108.53364801270315,102.77442284200148,89.4782380116037
2023-05-02,101.21655167494545,92.33252854949306,89.01296169433735,93.21914200991014,108.22342151652416,103.40542990267323,88.60741614434589
2023-05-03,101.67753581827942,91.84312965263452,88.6457077275825,93.25433865099922,108.07474090078098,103.83621243045695,89.71336564114559
2023-05-04,100.71663812085674,91.72733539940913,88.91187331737727,94.05537882672309,107.71093428471426,104.78105129328416,90.11220738176594
2023-05-05,98.63148665521013,93.50754980397097,89.86377465008037,93.43500639234331,105.70825050369459,105.57351679499338,90.31741682633174
2023-05-08,98.93545447719674,93.38633064035189,89.75245436309436,94.19109369180366,104.56021037143553,106.23938618892228,89.45203265582221
2023-05-09,98.17368948161783,93.81107363074761,89.26824020051151,93.51349103946329,105.61221280459843,106.17734201660005,88.12371540302773
2023-05-10,97.80587814568939,93.6308769950269,87.2945827570166,94.57681055355184,103.44856262224158,106.48031435276802,87.16040208809369
2023-05-11,97.24793136713043,93.7392830693612,87.89107950266468,96.7295290245599,102.69992187041552,107.66184126635112,87.15760443496494
2023-05-12,97.14996369462028,93.7824287020269,87.82679451851729,96.65016224444585,102.33115331852574,107.00488310293022,87.95275478038293
2023-05-15,98.23038670674177,94.24151086309665,86.97665874045774,94.59195682249083,104.17272869518104,106.37710680072223,88.78551053055871
2023-05-16,98.42413910701596,95.38428402584658,87.12167975921051,94.11257951722966,105.01848811503207,106.61292010140131,89.38291804570883
2023-05-17,98.30744302476985,97.0074487881015,86.64930157711147,95.31721852720426,104.47676546890956,107.09941368673148,88.76159093991886
2023-05-18,97.33349788545108,97.34719988296389,86.22711561835763,95.8842024875308,105.89095557706341,106.26292399413431,88.81890489415031
2023-05-19,95.75533789481968,97.96197928028823,86.78619854648956,96.1616255510032,105.15176477782245,106.22599069764827,88.56937072743479
2023-05-22,95.32892651011255,96.87977645234382,85.66666544703241,97.1753480925332,106.26071858078252,106.16864544901823,88.42672096752197
2023-05-23,95.31578865775813,96.83340467285339,86.60321458952424,97.68632629788189,104.8684713391018,103.8841175391024,90.28266550007888
2023-05-24,97.0547031256576,97.78732026537523,85.43536056375316,98.92271068906443,106.04245039157021,103.6977153418805,88.74130697281107
2023-05-25,97.2201033342159,98.67726795573513,84.90500634561914,99.87636607953019,105.65490320545983,103.57613076366935,88.56871627353611
2023-05-26,98.21951371461162,98.92586217844888,86.58811111318644,101.44837885626856,104.61564502460536,103.45161089723283,89.68434206139543
2023-05-29,97.76943020929689,99.84656346609421,87.60482433061557,101.85375880074776,104.43048913549964,104.96879532032794,88.41461463623615
2023-05-30,96.65640910430088,100.37792468183669,87.72545504381752,102.82110579798764,104.7624196170913,103.74180163241289,87.88242184353571
2023-05-31,95.76634786269055,101.63067125087608,86.9390072293335,102.54680931075183,104.28709574116056,102.9310050471403,87.45369214920703
2023-06-01,95.11237504105193,101.9659530104186,86.5146776532855,101.97266247598135,104.90835577408548,100.31717853949664,87.29354533110428
2023-06-02,97.19738278509391,101.64455580402705,86.61273295229947,103.7695358593594,104.34025359466081,99.87583706932924,85.9458074650922
2023-06-05,96.44085493661495,102.0272967788711,86.67990397571195,104.03573912982813,105.03156793739336,99.52126597101552,86.49354721432273
2023-06-06,97.29180973559465,99.12031836219066,86.63582031659492,104.91844050671506,105.53927648756411,99.05463612115304,87.10660255597065
2023-06-07,96.45586425504332,99.54037159701912,86.64376300728745,105.09037470044366,105.51719675696387,100.19801231830155,87.5855857834509
2023-06-08,97.39757067648675,96.01257556082446,86.49280950141154,104.51760591623767,105.09451823855566,101.10448899104011,86.86130939853618
2023-06-09,97.81234325991542,94.40976817610101,85.28865939194013,104.57090560069757,105.29601002297657,101.22371767556221,86.97126786794337
2023-06-12,97.69832350713465,94.87518923155463,84.88321652467408,106.12581285199605,105.91936153141425,100.88961145536572,86.22700462508891
2023-06-13,97.69757853472433,95.3674689167576,85.69741219811262,106.75940003092137,108.16913380166675,101.97104086886822,85.97507603592823
2023-06-14,97.0987883732851,94.3030220033042,84.56659124849718,104.98977590995946,109.23376950741692,101.99168407913102,87.88174640993105
2023-06-15,97.57190751032934,93.67133463659752,84.44021177765212,104.8059482686266,110.34923051816092,101.20099420199318,88.00107882353402
2023-06-16,97.16783920095057,95.00196972072034,83.78434630040348,106.73332848734287,113.85608988722562,99.518752541513,86.9970150243929
2023-06-19,96.02261404155995,94.58106750745026,83.9112502789309,106.54799041441282,114.4908453236282,99.12016968375124,87.1889115240831
2023-06-20,94.84124143714706,96.76511306454044,83.6192171757524,104.68865041060997,115.09309255877712,99.91095960503723,86.05264001061036
2023-06-21,95.04307692037163,96.80196837850296,84.89772534979218,106.73201923161464,115.95259596951315,102.25245171505802,85.06103845257913
2023-06-22,96.59443613932315,97.2366492534232,85.363032501666,107.50583497245725,114.83448059150116,102.3564035892186,84.21372113862012
2023-06-23,96.78781021229211,98.86115928260024,84.28425724166269,107.47357423941773,114.37159767034153,101.61664196506104,83.87392448188858
2023-06-26,96.71172781734445,99.03038334062107,84.8858472910923,107.11797733387681,113.83967322959705,100.45980211356267,84.69736253717313
2023-06-27,97.02735382341942,98.0819413642591,84.2645169402424,108.32699001690658,114.62514815718592,101.05624241812868,85.22275232705483
2023-06-28,98.34217258690003,98.01357516374814,83.81323231739475,107.78456907961554,114.47145349907575,99.32835279731277,85.7039056055994
2023-06-29,98.59758607980457,98.01787733254768,84.11030471410628,109.0729657146384,114.67565035395654,99.91646710634795,84.80115406001727
2023-06-30,98.23253823357204,96.7279566078749,83.7311955355239,109.70983549304378,115.97588226115114,100.77714804497471,84.37709751740249
2023-07-03,99.36504522814347,96.5194117898189,84.51594144625143,110.02260455243145,117.02806353797027,101.25827373657756,84.640766106181
2023-07-04,99.83191866999579,95.84403411048179,83.89743761987727,110.22690221570608,116.88570246443228,101.07651475351088,84.14426948986534
2023-07-05,101.41748563561761,96.77278452888464,83.41311962102003,110.07823148140898,116.15164296723732,101.68982088114815,83.94393664795219
2023-07-06,101.64413727705508,96.84501546019783,82.90056666660018,111.27979545478794,117.52479723924583,101.90455012648457,84.34898216265984
2023-07-07,100.44729604801306,96.61016509811694,82.46595241673094,110.36513537228309,118.48522431328308,101.15513754502645,84.08893722933357
2023-07-10,99.12201643831257,96.5462477788683,83.41076900039884,108.63297840011165,116.64389899256118,103.08557586275435,84.3129617974774
2023-07-11,100.81234918017081,96.80061671830687,83.97048673137252,109.34624761168091,116.32571635001551,102.7647795670848,85.70086301379374
2023-07-12,102.60611353259903,97.43850950625607,85.45285567122782,110.0826904140299,116.5650295119603,103.60651418744347,85.58793335531027
2023-07-13,102.46305810832526,96.50785316957166,87.44773234460192,110.65687815678493,117.52341703947397,101.17119311102142,86.6379278680499
2023-07-14,102.11202058671864,95.54606705345303,86.58565021471762,111.153431168083,118.64532999805533,102.51188797597177,87.15876899829958
2023-07-17,103.65674324737735,96.64604663220722,86.68131013778215,110.84203790789363,119.03025239887684,104.07027681651854,85.92363756984818
2023-07-18,102.5565586194674,96.28686685938972,85.70201075408318,111.76304191992156,119.77681762173486,104.14297841427762,85.01584035779808
2023-07-19,101.68371552994489,94.97023352717363,85.0721932835579,111.75683016101725,119.90161433797337,104.76842703766644,84.34382820605516
2023-07-20,102.38092700747934,95.43082488844131,84.57167533665782,111.25826562362712,119.14401948170554,105.39736223786869,83.65935768311103
2023-07-21,102.01852192872158,95.91240589640798,83.71581053311039,110.95617493050544,118.8806876297814,104.7639552101024,83.61729618173518
2023-07-24,102.05411029068749,94.49322925056875,82.87297237854631,113.26630187183342,118.95083744717067,105.38085697100779,84.16648749714683
2023-07-25,101.92820946268439,94.74821464094273,82.78659386181798,111.36264399457467,118.95716669221218,104.57397254719349,85.26366661081387
2023-07-26,102.31379191217893,95.48592284619356,81.81813793837976,111.96539161593944,116.78186063009517,103.98088903853613,85.56105086621167
2023-07-27,103.80553580707397,95.88242453100524,82.54307050252329,110.14511413965096,116.36513025474189,105.20139434468871,85.21465028814323
2023-07-28,103.94117871467347,96.52890635641188,81.82171626884252,110.06998408606057,116.47713395657915,106.27426214639533,83.49201164480337
2023-07-31,104.65450934992818,95.22093472953094,84.18682010152253,109.63756998449759,116.19633212977752,105.56843085371284,83.58439618040605
2023-08-01,102.5717769849033,95.57489890185938,83.84120001494253,107.41822115665845,115.95625881537019,104.83876650578665,83.6393878817646
2023-08-02,102.56283475493433,95.32422962983917,83.9351695715689,107.8800757608696,116.5701169888476,104.20578508927909,83.82605211345376
2023-08-03,101.74231874807391,94.90307642274014,82.88808282593219,107.51386542189252,115.36527312427553,105.01403863791379,85.64460608609228
2023-08-04,100.55000836885381,95.77116793875227,84.34809428421704,105.32257214227971,113.54769404578744,104.01074329562383,86.74842057397889
2023-08-07,99.71076806304947,97.2373039965719,85.33180304544324,106.25304193820429,113.19831297450689,104.42418660893847,87.46710861952172
2023-08-08,99.41792619067978,99.03745623207013,85.61978428753156,107.83189634602705,114.11222644639561,105.24908608241942,86.66430135376122
2023-08-09,100.37282133706972,100.38835385541913,84.50818180825762,109.49454630738099,116.10070221579201,105.19832043395215,86.25535167661175
2023-08-10,99.08990205438802,100.31837326143918,84.72028154985945,109.93225440378787,117.0591332422402,106.30878992135916,86.20805823816559
2023-08-11,99.15991545406328,100.71311835490104,83.80902630235563,110.02690077523512,115.39910308861847,106.02817598748135,85.57640350016155
2023-08-14,98.72045411845691,101.52898168886276,85.0776413112562,111.54258593362903,115.17732640097779,105.84400021123723,86.04016570906644
2023-08-15,98.43687002646101,101.69275596805096,85.80319247022152,113.4804176659709,115.51948918562647,104.85661564857374,86.38234536209197
2023-08-16,99.46869857854523,101.86655913149023,85.91948222217937,114.82003361334053,115.77112299954113,105.9710162530806,85.48152245186277
2023-08-17,100.04540789659337,102.75024566729807,83.88500290320842,113.78953995892529,116.44373674605876,105.2039051359011,86.54533736394635
2023-08-18,101.43296561087907,102.73043461124456,83.09733969445372,114.06449682076787,115.42693362805045,105.61476048829428,86.66858800084056
2023-08-21,101.31688557642222,102.02476199434052,83.70429575039353,114.61276797171087,115.54812979844364,105.58169127726329,85.2169876798889
2023-08-22,100.6544798269533,101.6434211951083,84.75961034885965,112.6024013383381,116.08125031562184,104.51777446895561,85.20732218587253
2023-08-23,100.46958771351659,102.33072004680197,85.73926034337164,113.17741688080116,117.09049404413562,103.92464987478915,85.48145363391433
