,AAPL,MSFT,AMZN,GOOGL,META
2022-05-30,105.73103807458696,89.87372682960577,98.32560073101968,110.37727643428843,116.83792442163356
2022-05-31,104.58139008254412,90.31367517928459,98.35716387398737,108.3456021926895,115.26679080677316
2022-06-01,103.66567917899448,91.4088193814412,98.66633525766986,109.7924801099915,114.59373340988867
2022-06-02,104.22402878749774,92.96433322834574,98.40938356326332,108.93201243751338,115.87944114364046
2022-06-03,104.41433376903085,93.28992404010367,96.64210756611064,108.95303141096173,116.34011338429029
2022-06-06,105.17985780114564,93.87908041385413,96.36639692883581,108.35985756684717,116.03282613529053
2022-06-07,104.77333366417207,92.84198207166969,96.0899283822662,108.69429736218605,116.59865576073918
2022-06-08,104.98155695169771,92.79754299389992,95.98613778073663,107.70908857767365,116.57523082332162
2022-06-09,105.68263467499068,93.71170090777954,95.48499060260256,107.55846579986424,116.63654045023111
2022-06-10,105.39836516231516,94.5645569995126,95.10094887317065,108.0865960258528,117.45212374065561
2022-06-13,105.92326083762869,94.80279021198976,95.1012282018559,107.0450348147885,116.6475640410378
2022-06-14,105.26654087354572,95.68511814018207,95.56115703850685,106.34077454733739,116.74131215304517
2022-06-15,104.92702197381935,96.19433306895321,95.30880155915631,106.01440312310359,116.42389499914745
2022-06-16,104.56905857535273,97.39486716143549,94.95714394527481,104.55223563582696,114.63827817303402
2022-06-17,103.36736613659723,97.71617491263284,95.08290676762563,104.15302367711863,113.63336923501232
2022-06-20,103.91352149056495,97.4081730285826,93.31119170032576,104.31854646236769,115.47560215437184
2022-06-21,103.4682710395763,97.77496197077265,93.7948927135791,103.94414371657894,115.96709696706999
2022-06-22,103.52260005514266,94.98914177250933,93.83188980909699,103.70391942068534,114.48806949570256
2022-06-23,104.06309662363485,95.39168785926948,93.90669755566547,103.72476427035633,112.78316452531745
2022-06-24,104.57062968357182,92.01092472852459,94.85117205322496,103.08804809624999,112.70180515470607
2022-06-27,105.31086301225304,90.47491979616356,93.05408636458414,103.84444773423786,114.52089593510814
2022-06-28,105.24928945133212,90.92094284523054,91.2718630852409,105.38853623921163,114.35295047123103
2022-06-29,104.84664286318008,91.39270509924796,91.55872756177695,104.94223563174265,115.90370508480281
2022-06-30,104.80500792131376,90.37262263339197,91.58883990147437,105.49484026200446,116.35885873051166
2022-07-01,103.0926616950812,89.76726298742362,91.78154096114558,105.28446450565043,116.95526719996931
2022-07-04,101.65219028791847,91.04243932605644,91.39492281078284,105.71224640010331,115.44962931057661
2022-07-05,100.35662490663717,90.6390796449204,92.04093875537905,107.42345435851671,116.58370981803414
2022-07-06,99.40054760883872,92.73209767077044,92.940532484202,108.01446322298096,116.24037366057611
2022-07-07,99.83864821915307,92.76741691409917,93.42880252545396,106.15825914708938,117.29488614755097
2022-07-08,98.97829409246997,93.18398098427015,93.22271277728811,106.68397374417651,116.39033026643628
2022-07-11,98.64415185560395,94.74078402951967,91.31494793299304,108.05059452469466,116.64322907716877
2022-07-12,99.9741079479314,94.90295509902657,92.05689957672126,107.85455683571814,117.1013713596847
2022-07-13,99.65842532243477,93.99404266972577,93.22576632479986,108.97734009819816,116.96791289018893
2022-07-14,100.43630524459162,93.928525863282,93.86614051724693,108.27115945616357,117.48904560138378
2022-07-15,99.54278692860338,93.93264872455586,93.08130011396631,106.71731521852175,117.22335471015867
2022-07-18,99.37824192002661,92.69648983588567,93.7480861252426,106.91082917216362,116.51156425040578
2022-07-19,98.47798050234492,92.49663683283276,94.59612819582003,105.09138947832047,118.4446029788583
2022-07-20,98.18393862850597,91.84940781669783,96.12070155047032,104.88165690728728,119.74145712800852
2022-07-21,99.0520753627944,92.7394494007309,95.32037728329689,106.2825442875565,118.88138687441665
2022-07-22,97.39477080480037,92.80866986216847,95.14281365904849,104.31377570815887,119.60691889410352
2022-07-25,97.85793243047769,92.5836076881598,95.89480265525295,103.02878993087651,118.76941230317635
2022-07-26,98.13009652188322,92.52235434071146,95.98825936175731,102.01176406590653,117.41762866936143
2022-07-27,97.58781255637307,92.76612158894166,94.9597017645185,101.98797783920284,118.6852640656188
2022-07-28,96.22527294833847,93.37742802410422,95.39238681609338,101.65632629163106,116.72656557817614
2022-07-29,96.3332303879533,92.48555995742012,95.98437222004394,103.12987723914415,117.86061676632846
2022-08-01,95.86283845513393,91.56385955079924,96.10727522111112,104.16046276384073,117.61016741200135
2022-08-02,96.12459031647768,92.61799373720638,96.35707930811314,104.71950039533378,117.40858411900983
2022-08-03,96.1840638288897,92.27378400376597,96.14657096996294,104.91407206922968,117.9378198880927
2022-08-04,97.77622762723017,91.01202584637903,97.61748211571954,105.36957704884449,118.67272848259027
2022-08-05,97.58149938047536,91.45342049520147,96.78090143390438,104.5070076583861,117.74321295995512
2022-08-08,96.62649171690346,91.91492997576567,96.2526464093815,105.44887429554169,118.63877209270399
2022-08-09,96.8386025388386,90.55490234632177,96.30173382811005,104.32445360996773,118.82086862128716
2022-08-10,97.09070728421787,90.79926035279678,97.19078120170515,105.2416946772991,117.38469180033668
2022-08-11,98.45873672776916,91.50622205805743,95.78462022726882,106.54005141107818,117.23233799383412
2022-08-12,99.32414130900729,91.88619818579737,94.57556685085481,106.80765821213912,118.91043357504478
2022-08-15,99.7191133270046,92.50573568105149,92.70495091631562,106.66227127415972,120.96926422628272
2022-08-16,101.22951817578978,91.25227822295271,92.77236749055152,107.13295128794296,121.88890111529685
2022-08-17,100.07328477719986,91.59148973380395,91.77737184412894,104.15242121850265,120.49479396231146
2022-08-18,99.47488995263858,91.35126795676189,91.4616969498601,104.5095021607378,121.13584688767469
2022-08-19,98.59686742996557,90.94766774281892,92.10544425698275,104.43286837319012,122.21981996536924
2022-08-22,98.25256846893987,91.77957859065012,91.55305375972672,104.42176971966992,123.15925897377858
2022-08-23,96.9479785574354,93.18460843876993,91.80175792817286,105.2042292044584,124.17946890955295
2022-08-24,97.604738317705,94.90973320365434,91.5639896148287,105.16765718674004,124.68124992846343
2022-08-25,97.42704228147134,96.2043275712345,92.21835704915343,104.01693716909408,124.64084436782584
2022-08-26,96.04297529889261,96.13726365666355,92.69462533218645,103.91151467633892,123.93443572204474
2022-08-29,95.11055576315319,96.51555640497614,92.0922834034837,104.02333733388522,121.6530725746197
2022-08-30,95.4473797571131,97.29741585798453,91.97388124569554,104.18462967537604,122.11579623898893
2022-08-31,96.28921935615045,97.45436428673811,92.9760628409277,104.39521115126918,122.39215470934374
2022-09-01,98.27047961239576,97.62092361186171,93.37987397215791,105.52812390054653,123.12573031171547
2022-09-02,101.21655167494545,98.46777950396636,92.12130299027329,104.43001656523975,121.5384403236778
2022-09-05,101.67753581827942,98.448794141094,92.76434939251851,104.65551570124545,122.37385702894643
2022-09-06,100.71663812085674,97.77253283201365,91.8003668428763,106.0566569307185,124.96406448449775
2022-09-07,98.63148665521013,97.40708570835179,93.1435102215516,104.27455116092726,125.1121722819281
2022-09-08,98.93545447719674,98.0657390414157,94.13994133698304,104.50383847025033,125.0850692665204
2022-09-09,98.17368948161783,98.10790979481699,94.45100813048077,103.93544834909909,125.52238177697272
2022-09-12,97.80587814568939,98.48163587766638,94.63748037127272,103.59229076989236,128.15076902538203
2022-09-13,97.24793136713043,99.1834222021793,94.4776476256576,102.70027951608273,126.89639627303528
2022-09-14,97.14996369462028,98.85187037659371,95.15893683452744,102.5673167146701,127.20539270506315
2022-09-15,98.23038670674177,99.64211857234085,94.84469185859993,104.51513438755471,126.24272860191437
2022-09-16,98.42413910701596,100.06033744391736,95.10641570366928,103.24322208101235,125.60429182807493
2022-09-19,98.30744302476985,98.87191727517168,95.97769048219982,102.08353859926336,125.59224656737373
2022-09-20,97.33349788545108,100.34841651663788,95.4781769933784,100.8034053454346,127.34675923434
2022-09-21,95.75533789481968,99.88712995492519,94.92962055810764,102.60086065191855,129.7129146226213
2022-09-22,95.32892651011255,98.2868156585409,93.8400864888828,102.168450242349,130.34764596112322
2022-09-23,95.31578865775813,97.30393765067456,92.88362807113711,102.18312364542608,129.9096402288592
2022-09-26,97.0547031256576,96.354009311012,91.23726722192596,101.81309231525854,133.24193318747234
2022-09-27,97.2201033342159,96.44286294243318,91.94234844830835,100.89642294736487,132.72654744974
2022-09-28,98.21951371461162,96.21759431844583,93.65809637872098,100.69971492648777,132.02345792171835
2022-09-29,97.76943020929689,95.93241320376332,95.040599947953,103.24712690408776,129.75268141965944
2022-09-30,96.65640910430088,96.56737333862571,93.54506729203565,104.73633680534992,131.62949284836506
2022-10-03,95.76634786269055,96.93490663914166,94.26329430428774,103.88834699947229,132.96335440890806
2022-10-04,95.11237504105193,97.2806564623269,95.65164879259817,104.60511771060919,136.27182645206724
2022-10-05,97.19738278509391,97.71923823183222,95.25379290121919,103.7804125528216,134.44515970161507
2022-10-06,96.44085493661495,98.3625161079315,95.38862227773926,101.9939576502444,136.4745416825149
2022-10-07,97.29180973559465,96.34931296372832,93.52982575856393,103.08033977275048,136.62493142749565
2022-10-10,96.45586425504332,96.03722547602847,93.81715600962794,104.32485227297931,137.7858194811593
2022-10-11,97.39757067648675,94.00366595555043,92.86177914883686,105.46404962128628,135.58824396850403
2022-10-12,97.81234325991542,94.07519227304759,93.08457533215288,105.01166933098148,137.64852192065547
2022-10-13,97.69832350713465,94.10846975671038,91.6792858040216,104.87862436858246,138.7909245835739
2022-10-14,97.69757853472433,95.13561246568405,92.2152063728218,105.7101990398391,138.79243736461615
2022-10-17,97.0987883732851,96.31072826861114,93.20209237726509,106.16731987966728,139.74658672954692
2022-10-18,97.57190751032934,96.54483074185087,92.51200068350565,105.79253553382868,138.73640066653604
2022-10-19,97.16783920095057,96.10139739928191,91.50276106574577,104.13511578076991,137.99001586740204
2022-10-20,96.02261404155995,96.60741210028728,89.58688325154483,104.29547723895871,137.4069399508899
2022-10-21,94.84124143714706,96.1371955652365,89.38427587492039,105.46910795633768,134.93856610826157
2022-10-24,95.04307692037163,96.17431875309912,88.90148462276697,104.2552492122532,136.16088900744245
2022-10-25,96.59443613932315,97.16627909399732,87.5682639105604,104.96529853428476,137.84820694348213
2022-10-26,96.78781021229211,96.66448014950733,88.00105787728162,105.35601376930165,136.93956383215718
2022-10-27,96.71172781734445,97.485417362602,87.64101813668954,106.19178003030041,137.47220053593958
2022-10-28,97.02735382341942,98.18729370602814,86.73797325045267,107.16465248329779,137.1624944699189
2022-10-31,98.34217258690003,97.29318025137353,86.29278995241134,106.46558714621239,137.66855950370595
2022-11-01,98.59758607980457,98.28464781540251,87.25711400795767,104.79983668577613,136.86202221498792
2022-11-02,98.23253823357204,99.01323237511075,87.81992956579494,104.28390319229213,135.71254778289176
2022-11-03,99.36504522814347,99.15385755193546,87.74090431899204,105.25734869574485,137.20275270077497
2022-11-04,99.83191866999579,98.44022644455758,88.32111903428849,104.73027676426486,137.17000550952696
2022-11-07,101.41748563561761,97.63709233780665,87.33664490292196,104.04753054290346,140.02796633063042
2022-11-08,101.64413727705508,97.15239614421294,87.39987339731275,102.21049014189876,140.14887659036773
2022-11-09,100.44729604801306,97.72005258700986,87.56374631436773,104.05928567765008,138.9125337414622
2022-11-10,99.12201643831257,96.82938699363861,87.18817311811176,104.96405180009315,140.68366934345545
2022-11-11,100.81234918017081,97.29286487795343,87.60370360955875,105.8176032111045,141.63054790924696
2022-11-14,102.60611353259903,96.1306400332438,86.95745196473055,106.88934510019918,142.720849417742
2022-11-15,102.46305810832526,95.97304916683201,87.43687882890927,107.55057747097582,144.4880242911904
2022-11-16,102.11202058671864,96.11677819671657,87.95591613458022,107.33104496779518,143.6053144023118
2022-11-17,103.65674324737735,98.53533287069854,85.4613423239541,107.19828983009492,143.48006866208937
2022-11-18,102.5565586194674,97.22637638589742,86.51927263689812,106.78363151223378,143.29158825934005
2022-11-21,101.68371552994489,98.70762347523018,83.95583346793354,109.67835745297114,141.51053513010638
2022-11-22,102.38092700747934,98.89519039487625,83.47359700009456,110.33389525517616,141.1944849722984
2022-11-23,102.01852192872158,99.34238577361249,84.36763517809167,109.86728915785449,143.1512925159388
2022-11-24,102.05411029068749,99.49981698021507,84.13401896838772,110.4240708315054,143.5488566397333
2022-11-25,101.92820946268439,99.98329009244989,82.9426273078858,109.35718526042264,141.6862106633623
2022-11-28,102.31379191217893,99.869688571003,82.07321878850942,111.05932533089822,139.55467141197556
2022-11-29,103.80553580707397,101.37299393890228,82.95355048008147,110.37170768387756,141.95416088754519
2022-11-30,103.94117871467347,100.9516826001507,81.40736703820896,110.97053152919176,141.8827489271732
2022-12-01,104.65450934992818,102.14203636310913,82.36459597421167,112.20465275621432,141.02355070057192
2022-12-02,102.5717769849033,101.52658514514346,82.35215813056323,112.68227650584099,140.69395297152371
2022-12-05,102.56283475493433,101.50602621891474,81.40858300591209,112.83390227657364,138.6862111540757
2022-12-06,101.74231874807391,100.46390842104627,80.96763922142655,112.89123881419965,140.7302389555949
2022-12-07,100.55000836885381,100.962461558182,80.18025725269176,112.8726797819452,140.23426275733937
2022-12-08,99.71076806304947,102.47307074119334,80.91017329627459,112.26851653287673,142.22187595463765
2022-12-09,99.41792619067978,102.43479786570649,81.53756593392937,111.80973551800089,142.35228449397164
2022-12-12,100.37282133706972,102.27421831347155,80.17984983919408,113.52176043435271,144.45964306115852
2022-12-13,99.08990205438802,101.1810464397768,79.8888515685079,113.44398309841415,144.8888833267111
2022-12-14,99.15991545406328,100.98969931224234,79.233917357227,112.60106922173713,146.18887549129647
2022-12-15,98.72045411845691,99.43364945059092,80.29758584405775,112.06602824015432,147.30280762104096
2022-12-16,98.43687002646101,98.56949201992465,79.25246886248027,113.35131093409478,148.28310149112033
2022-12-19,99.46869857854523,98.8328127656759,80.56633288904736,114.16536968919846,148.85945998948733
2022-12-20,100.04540789659337,100.185132019985,80.57173525264847,114.8527990699051,148.57266009160764
2022-12-21,101.43296561087907,103.08067181938512,79.67282525239196,114.60324140320057,151.5064925337777
2022-12-22,101.31688557642222,102.51878523465045,79.16670530414343,115.30833485432792,150.19870375835728
2022-12-23,100.6544798269533,104.04245676240001,78.56604702772786,114.61447461302028,150.2652680082585
2022-12-26,100.46958771351659,104.33809906194837,77.60201942983905,114.36304133724929,150.34776505327946
2022-12-27,100.75381234872806,104.22208992276518,77.7067183610038,115.52373496573647,151.01443856774418
2022-12-28,100.97225472251259,104.7158034496755,76.78908928973807,116.58478577260112,150.4274225136823
2022-12-29,99.92320017363575,104.82258051688234,75.16298593226554,115.49181766425353,150.96200588440055
2022-12-30,100.05367484888342,104.98034780534763,74.90810807937977,114.55378150569192,150.76762778112112
2023-01-02,100.32240739746743,104.59438162701046,73.59915721317417,114.72425216027415,148.46069416773358
2023-01-03,102.92121721550147,103.1834777238801,73.07687476926247,116.76843265080414,148.53427806563266
2023-01-04,104.91308655269526,101.64359102274436,72.44451345535691,114.59877487972506,146.96729911036292
2023-01-05,104.06334775778502,102.35067810739665,71.84483876514135,114.96416179340645,144.4980842061849
2023-01-06,103.80623051372856,102.10870045375238,73.32623132969347,113.43840585202408,144.75388892451417
2023-01-09,102.3390758486056,101.54246116104568,73.39696038848315,112.76620577286072,145.5200410065427
2023-01-10,101.77703639567812,101.59172691558753,73.6067131793973,112.4009529676783,146.34704131383594
2023-01-11,102.13960490341324,102.44349992552064,72.33964002002087,111.97407064002726,147.23832073493531
2023-01-12,103.42007469679228,102.66949737832572,71.8968619372667,111.42251013816204,144.47790846720213
2023-01-13,102.709873428396,102.03894115193981,72.08065102599929,111.47512184703939,142.58188182835377
2023-01-16,102.0810174221015,103.3392686781411,71.37447811834376,110.92439996673437,145.4818968177192
2023-01-17,99.95238235786292,105.02614309376543,72.05437083774282,109.35771676485872,144.02394504301688
2023-01-18,99.82985001601409,105.58907057418341,71.22144868999403,110.25799295608505,144.964368984811
2023-01-19,98.81437526807856,106.66483154144804,71.04619912538115,111.13567273572266,144.0295669970512
2023-01-20,98.3319203809336,108.04103434992646,70.65930746538017,112.1215415083477,144.20203430282302
2023-01-23,97.51245279078871,109.31264681029553,70.8038266192753,110.45145796176199,143.34908226310668
2023-01-24,97.45955439649802,110.03000348797643,70.37993067024262,110.82643307301727,144.2139847518449
2023-01-25,95.79976015028895,110.73462333343326,70.21761535555785,111.62277431605307,144.46914321104862
2023-01-26,94.44236260216981,111.35609881574449,70.0800324469625,110.5218323616729,143.88049299030908
2023-01-27,96.51343292856613,110.18489154926338,69.59509091713329,110.57619290092163,142.43436883341607
2023-01-30,95.31698049575174,111.00408679520524,69.96149160420796,110.49189229879097,142.87342036613623
2023-01-31,94.31498817239522,109.55304694081786,70.15652761652858,112.59121036869901,141.2077030865451
2023-02-01,96.10191603200377,108.72947150142002,70.1224300493594,114.82492905519108,141.8693677018154
2023-02-02,98.97427079207726,110.2001805414847,69.84916501782759,112.97482976142564,145.70317983794925
2023-02-03,97.86062368517186,111.17446638964552,70.4359349105361,115.87410713998713,147.74284637621213
2023-02-06,97.5399238437157,112.88557776483698,70.29813220651295,114.86437232518301,148.86751017194163
2023-02-07,97.91280375714878,112.62435350995885,70.11089877874139,116.04276584202083,148.79963120339593
2023-02-08,99.65999089227479,111.37863105215793,70.2124156838487,117.22132025349912,146.00094841115944
2023-02-09,98.72080659741684,111.15561042875046,71.44236379212752,116.10638370785296,144.14075013516498
2023-02-10,98.5183625096582,111.31359835378886,70.51937267144757,116.72719548219315,146.06010020656336
2023-02-13,99.32688980339131,111.44612780749317,71.09279749812025,116.64839184902436,144.96910075272717
2023-02-14,99.79958138074058,112.76185536896637,69.78745871498857,117.34373250399648,144.01653227814165
2023-02-15,99.46466226971434,112.40016618826165,69.96723427203838,117.66177972515541,143.8356884596227
2023-02-16,99.3713853393601,112.84167846076568,71.10643783501848,119.12550845055428,142.37310804253173
2023-02-17,98.05369534306409,111.77629292068258,71.483350622496,119.26305809364189,140.69345502208304
2023-02-20,97.85957107908992,112.32569720901557,71.6340711577904,119.11064903453628,140.67871945892557
2023-02-21,97.63827983474947,112.37412962707486,71.26222050170207,120.47153816651313,139.48588460406467
2023-02-22,97.90438379637104,111.57930728087327,71.31286830416694,121.22126195147378,138.5114819988684
2023-02-23,97.4011536129624,111.36101604403508,71.16180046386737,122.16048374536695,137.48864260360406
2023-02-24,97.90067456689636,111.20057615332345,70.63292517417084,121.39986348421763,138.2640021415376
2023-02-27,98.93673426790654,110.9449366200499,70.45665104241789,120.18558938843822,137.99861649135633
2023-02-28,99.13027471830547,112.97283868125633,70.6248067710706,119.55301400846523,137.80752152542405
2023-03-01,99.51938560795088,112.90682986498956,70.11307408057374,118.86063721857418,138.688082250642
2023-03-02,99.61213643199022,112.67685176864187,69.57786356930282,119.84673087400894,138.54663765187766
2023-03-03,99.65207335602643,110.3822667267947,68.66530365293649,121.07056097660917,138.21693798350486
2023-03-06,98.97519592094261,109.44338897942391,68.9617001687558,120.93125229784869,138.9242705899506
2023-03-07,99.3286664916821,109.1995219661623,69.36653267530055,122.7231998273711,139.91162135017942
2023-03-08,99.27178077290188,108.49652653222716,69.55523029847035,124.46394871646885,139.7618932548412
2023-03-09,101.4121627523032,110.05004698052201,70.2579045704828,124.81717848669769,139.9305586568104
2023-03-10,103.06157047488492,109.91263875526587,70.347799153711,123.84504869270162,138.89640780131816
2023-03-13,103.5013904341694,111.38250846753583,70.6523667492259,125.86185837103237,137.7611732453707
2023-03-14,102.75571524633236,111.49584726580422,70.89571414817823,125.83540832209484,138.88038627307685
2023-03-15,101.65963889682006,111.58198635374326,70.85918389799726,126.04467679304517,139.5555113423883
2023-03-16,102.91895043360506,111.52755159031113,70.51224368184683,125.667605750819,140.24844223214527
2023-03-17,103.23100889751005,111.5764071751094,72.11974698965999,124.60421927088485,140.6991581421985
2023-03-20,103.76935705802066,113.55616636799917,71.82326009489296,122.83672985004428,140.82049771739153
2023-03-21,102.01550952496208,110.99681032848106,71.37513812913949,123.6660462696921,141.8613443627524
2023-03-22,103.00723625935684,108.8407720876391,71.71426641108198,122.7501202982529,143.25141308670393
2023-03-23,103.51778607628306,108.29449258232349,71.92387338882455,126.61437615510225,144.6205621868881
2023-03-24,102.41560947270673,108.3535593778564,70.94893054600192,125.29680003704927,144.5326915288438
2023-03-27,101.97461290026565,109.147548456984,71.7786524846429,123.7807058083791,146.60994843245822
2023-03-28,102.28479814826177,109.70900971625449,71.7397628877141,124.46354796081533,147.0040672898882
2023-03-29,102.37942136710312,109.3319902436303,70.97557870596347,126.43217778014366,147.99581805212284
2023-03-30,102.12157520971681,110.49601668582282,71.8530956954511,126.56448193732119,148.47326314467136
2023-03-31,102.05676056731853,111.68489026529353,72.3329997307562,127.34174030946647,148.9000034624532
2023-04-03,101.84065245306482,111.93540955752196,71.45265288408629,125.0656584449524,147.8676242887398
2023-04-04,102.036948307228,113.0633838276649,72.76294739832487,124.27088650587189,148.9679156312514
2023-04-05,103.59094325939566,113.41742429887339,73.27319367732397,122.99301857502756,153.3286865693816
2023-04-06,101.00634345140698,112.82751116703132,73.29503518989328,120.73247358566275,152.81620803364345
2023-04-07,100.80770776872751,113.66305012664138,74.49969727178214,120.9221485423848,152.98592011717213
2023-04-10,101.02620542968039,113.83437057881088,74.6483215706774,118.28756624092584,152.3657437033231
2023-04-11,101.3662182994638,113.8814392615524,74.65721788516811,116.78056980806457,151.68464172384495
