,AAPL,MSFT,AMZN,GOOGL,META,NVDA,TSLA
2020-07-17,103.94741791909799,108.65247625181706,114.54639730041632,99.28320327542369,103.71170075193028,103.96693278127078,97.57882070369071
2020-07-20,104.23070791503588,111.2244674303897,115.24985015652582,100.11855136196095,106.06222741681053,104.61599131964488,96.7259024723174
2020-07-21,104.39415065545757,111.36998025349783,113.1898964195049,99.69520166369746,106.3688951731587,105.2469218332299,96.75752140479457
2020-07-22,104.66455602198383,113.42150344377941,112.47059301855373,99.32667255254181,105.98980259753998,104.26017969211875,96.36974349131027
2020-07-23,105.62285939839097,113.87304554471258,111.3140665945255,101.06231353709927,105.38547715809388,105.33988978917448,97.91531791392988
2020-07-24,105.90164382450038,115.02089390622892,109.26817440973797,100.3833123096919,103.4982678656567,106.61881524971596,97.63741102920503
2020-07-27,106.66572836829178,114.23613748466215,109.43983854977202,99.74284160612359,103.25161973661614,106.86013484081913,97.62453823709544
2020-07-28,106.7805401119638,113.31030252313748,107.05542622173027,99.65272056182965,104.48200468743511,105.31746610298475,100.11134930644118
2020-07-29,107.13255453963164,113.87793792526193,105.69152847185191,100.10601969404296,105.15160798774792,105.23877523209184,99.95653658043325
2020-07-30,107.85414202046861,115.05527755126867,105.16734094525069,99.7045450802321,105.2150419523487,105.48575045518885,100.55421411315872
2020-07-31,106.33646012847322,115.14765395647561,104.3384504438327,98.18688713247784,104.2150893215102,104.326966353119,101.24670075272397
2020-08-03,106.03948313016191,113.72136830109594,104.79478733488281,97.37949767873766,104.49358272219025,103.99351006828894,102.03073962298978
2020-08-04,105.58409881967623,112.22982023162315,105.15756384289463,98.67474437241086,105.59951698057941,102.57916071110438,102.36747235795649
2020-08-05,104.95366867803284,110.68378712497191,106.14412292466062,98.78806509619282,106.09776599878077,103.24530125494942,102.60712936725677
2020-08-06,104.70716818574071,108.7880126051424,106.98853275283149,99.27439389375257,106.31733427952253,103.45815956152728,102.75122343662315
2020-08-07,106.32675985841253,108.95075636556273,108.25935528214107,99.05482251089093,105.51559532132973,101.81011329023357,102.20195647822203
2020-08-10,105.4522961577027,110.2275034209052,108.3005900276995,98.44307699861452,106.47716862760713,102.20944522143498,102.5762074081004
2020-08-11,106.52092716857192,110.25681043062843,108.67320624821488,100.14850928095389,103.23537082689893,102.19257291065425,104.72024567444348
2020-08-12,104.78522376791342,107.83563152191142,109.27420965567987,100.00020725814258,103.67282138112432,102.76277184530204,106.03818729142134
2020-08-13,104.47668297327408,107.67318051413707,109.47289398309744,99.59764898782966,106.41464535976837,102.40216157482334,106.40349955523831
2020-08-14,104.68872754111196,107.54104007899276,109.08256057426595,100.73567261666825,104.86349722073558,101.62535158615145,107.36097608732011
2020-08-17,105.34636873024421,109.86282371043825,108.76402276663684,100.05063219966178,104.65254663450712,100.88533564223927,106.47444526753505
2020-08-18,106.14073867628562,108.31689582059585,107.92159838839457,99.49716053386291,104.68613398916796,100.38400472467215,106.23991485367219
2020-08-19,107.0289554119612,107.93771796161258,108.42093427220603,99.54716711999569,104.24468178574186,100.44307308420981,107.29460649508084
2020-08-20,106.6990397203063,109.83869736927998,108.3623863296242,99.58726294058422,105.37280521288133,100.6320418787946,108.94575029866589
2020-08-21,106.24934472919523,110.37820384989251,107.68920012089957,99.88608511044964,105.91417516523084,100.48048363113249,108.1524053402372
2020-08-24,107.20773483479664,111.04614283964953,107.02119013631679,102.03818221335304,106.11804447655184,100.09605955147984,107.6737164028027
2020-08-25,107.04564754884305,111.21793564265346,105.77591703388185,102.42282223144635,107.01027172007358,99.78484197324133,110.09231793554073
2020-08-26,105.73103807458696,111.63014120319583,106.85911446734376,100.05589916888553,107.07101804340857,102.35974658865388,110.24243335520603
2020-08-27,104.58139008254412,112.54658122158436,106.98594346453673,100.42307494031971,110.57466335082037,101.61450432771292,112.31590710259177
2020-08-28,103.66567917899448,111.68387413998768,106.10927466217525,100.50131488822849,110.78644713481363,101.08953042134776,112.59350963785239
2020-08-31,104.22402878749774,112.71391849848116,107.01349346302611,100.5852182638008,111.04741469706508,104.51651582451764,112.91619156741453
2020-09-01,104.41433376903085,111.22140826789007,106.45798981992385,100.87325060317865,109.20781088929236,104.99946323629008,112.61680696338385
2020-09-02,105.17985780114564,111.63186785156097,105.01313517875627,100.88467182895198,108.65938549103615,103.60187534529275,113.72878313395616
2020-09-03,104.77333366417207,111.87631973536638,106.13349220063535,100.87194896258902,109.95727294784618,104.5204037445499,115.32962054181131
2020-09-04,104.98155695169771,111.23343845684094,105.6072149439005,101.53284300095457,108.54201077087136,103.61498006534605,114.18777834353875
2020-09-07,105.68263467499068,111.25269988793933,105.2183485919903,101.02434370028122,106.26773614970666,104.60303114743321,113.83155480055338
2020-09-08,105.39836516231516,110.60649227700577,105.30379954864755,100.11150864370515,106.34461195702465,104.42435220141255,114.92394381712785
2020-09-09,105.92326083762869,109.47122995663108,106.55650350492158,103.22617614534335,107.85549502121181,104.00770140671447,114.8210770557174
2020-09-10,105.26654087354572,109.12844982711889,106.62049635073112,102.53086664714739,107.94438431224447,105.73718177770373,114.30167331780012
2020-09-11,104.92702197381935,107.9734907355247,105.3917748353755,102.67465712238342,107.62520724728803,106.3803215114828,115.50763503002071
2020-09-14,104.56905857535273,108.36592726625305,106.00893314227497,101.19088846633161,105.68574373696833,107.46341950424639,116.83599087484906
2020-09-15,103.36736613659723,107.16962510037098,105.53825230036797,101.34934417993506,106.20726872865143,107.974998264312,116.35836043474492
2020-09-16,103.91352149056495,107.9785537235743,107.59268992942283,100.44809701939347,106.95469155006936,107.53918120994568,116.65238083749023
2020-09-17,103.4682710395763,106.75300910966759,107.63453039969583,100.04463306852485,105.10795620856352,108.2419286238612,115.29725971122129
2020-09-18,103.52260005514266,106.19264931647675,105.29765569239696,101.13609284543885,106.34976168872268,109.60258452445142,114.3151206599293
2020-09-21,104.06309662363485,105.57365456440921,105.71690411414967,101.65524724383647,107.21007807183499,109.79426936068717,114.50294046835494
2020-09-22,104.57062968357182,107.0247722630491,107.83591684965363,102.27561271798335,108.47431485486958,111.83502140295765,114.58473253889746
2020-09-23,105.31086301225304,107.4218088737204,109.59261449968297,100.52025065953349,109.15279246708836,112.83534522486818,113.52758085961318
2020-09-24,105.24928945133212,107.23748763281833,111.6623436894917,102.4247269932971,109.91259879036608,113.12002913105836,112.76275194997298
2020-09-25,104.84664286318008,107.81675574081524,110.57366244544681,101.2516847029417,110.53063280574342,113.45023980587816,111.61278760114143
2020-09-28,104.80500792131376,105.6108546790959,111.63152043980627,102.85240023162696,111.53934802322655,113.65149404965544,112.16670769443844
2020-09-29,103.0926616950812,105.60754532014514,110.87278975751005,103.95003922952661,109.57287445406672,112.28320641697933,110.02524442384728
2020-09-30,101.65219028791847,107.7813849697846,111.16620234607319,104.5937417055717,107.98358811605804,112.2269978236149,108.96144040928786
2020-10-01,100.35662490663717,107.96730258657135,109.8039909203221,103.74478277092929,107.23462326262418,112.52050270552346,106.99313210323706
2020-10-02,99.40054760883872,108.08387641240134,109.14227626805094,103.94373776717462,107.13834818361052,112.09812458495011,107.48538152312645
2020-10-05,99.83864821915307,108.7214213169629,108.45006655569422,103.4967856439416,107.59803034356636,112.52229393078062,105.60730204013471
2020-10-06,98.97829409246997,109.74339801424853,109.47272196784235,103.56826405262629,107.99113697768188,112.59129967596348,105.68308048586997
2020-10-07,98.64415185560395,107.61609608945297,110.39695975251024,103.35113092795972,109.24796609792801,113.5111833856757,107.47304254871348
2020-10-08,99.9741079479314,105.86312261981463,110.74727374047961,101.3060490514527,110.55411944967884,114.31210696680319,109.33038894195064
2020-10-09,99.65842532243477,106.12842066665897,109.30548513083143,102.48987008045111,109.63770277202075,114.54915369476862,107.41666238089651
2020-10-12,100.43630524459162,105.41459625619618,109.00897123640456,102.44774806728401,109.94355303463882,113.03888695679134,107.78078644804863
2020-10-13,99.54278692860338,106.84950654437122,108.24195213373848,101.9930720246637,109.05897210104247,115.12737444131287,106.76281548716263
2020-10-14,99.37824192002661,106.55588823311612,109.23109510674624,101.46375258614755,108.89741518610269,115.0101297509022,105.53876603042127
2020-10-15,98.47798050234492,104.55615675594998,110.5698695799757,101.86885116593143,109.2921101910706,114.9631157992806,105.46125522421845
2020-10-16,98.18393862850597,103.2800440574716,111.78881163470376,101.00284145901612,105.67169670030367,114.61585394027661,106.80732902203988
2020-10-19,99.0520753627944,100.51906519341634,110.99212875660012,98.79005029024671,108.29397579677158,114.10305367883385,107.49272132982955
2020-10-20,97.39477080480037,100.32412129720088,108.03594064050208,99.23275905153419,108.95267504927864,115.92490376981024,106.76943831019894
2020-10-21,97.85793243047769,100.17536661683928,106.18621907416828,99.78912626591617,108.34890061627233,117.58988776491492,107.56787755307617
2020-10-22,98.13009652188322,99.7909690938634,107.7496635283095,99.62995813812114,110.50163076317835,118.16086720144546,105.22332371906957
2020-10-23,97.58781255637307,100.91377905897335,107.36111479502159,98.53224698226568,110.16243596873541,118.08113534619784,104.47580631690315
2020-10-26,96.22527294833847,102.17138802296539,106.6007780724322,98.65937200491895,110.35265155888771,118.86199992865849,103.66003087961508
2020-10-27,96.3332303879533,102.03825517477381,108.40968322180176,97.26390038719705,109.8603488084366,118.99733828792705,103.78275473474822
2020-10-28,95.86283845513393,99.92309668981902,109.83387676923293,96.30840563172114,111.73499162146736,118.81871121661602,103.61390489326854
2020-10-29,96.12459031647768,100.58203596999182,109.9046861144537,95.62637025663508,111.66240455312231,119.26882221149862,103.50882005521488
2020-10-30,96.1840638288897,101.18264753630378,109.62653681092225,96.47539601239788,111.87418764052737,118.79132449140867,103.36946734795065
2020-11-02,97.77622762723017,101.53678948805612,109.5256159227693,96.16465732840373,113.27434824380332,119.13901692450433,103.43399751420144
2020-11-03,97.58149938047536,102.57928259411422,109.81861884634665,95.77323277842314,113.98468888633934,119.43033491937125,104.03579408046622
2020-11-04,96.62649171690346,101.43190710081021,111.63454645162435,97.70279472085525,113.9683354621631,120.20066928785995,104.23295269923555
2020-11-05,96.8386025388386,103.53143239223677,112.15201550377114,98.08699497665623,115.28698718737573,119.50655466607898,103.9785685085826
2020-11-06,97.09070728421787,102.58389829030202,113.01443146477865,98.45944463918278,118.2982990643035,120.40638754396913,104.4389080687846
2020-11-09,98.45873672776916,103.39671719277392,114.38937785606204,98.13535766863318,118.7218660313154,119.36779837456233,105.3474067212672
2020-11-10,99.32414130900729,101.70736669805936,113.1044201015416,97.59087641687255,118.90812048100815,118.73377508449971,104.80518702757986
2020-11-11,99.7191133270046,100.80592051036412,114.00702652060598,95.51849993415769,119.15883713326052,118.1546727462753,104.78485393206158
2020-11-12,101.22951817578978,102.38710486280873,113.71716935239297,96.48690991873427,120.77890755681963,116.94152626988937,106.05186888398683
2020-11-13,100.07328477719986,102.16118155335576,110.93599830099585,96.9592170870247,120.1053995172762,118.18257296185737,104.9307592322977
2020-11-16,99.47488995263858,103.06408749453362,108.64348565147995,96.82437667731362,119.81950806014736,117.08967947928713,106.88438312381896
2020-11-17,98.59686742996557,103.34992467671577,107.58600471905152,96.73028327866307,118.03864625706208,116.32069272372432,105.50477040114583
2020-11-18,98.25256846893987,103.28281227126858,108.20231955964562,97.48397089026821,116.69613304384512,117.83732200397796,105.18308757193604
2020-11-19,96.9479785574354,104.74297362631613,108.36886229498923,96.01849821375812,116.13988884263841,117.21375329383352,104.23006536622799
2020-11-20,97.604738317705,104.53718973788722,108.61227891373622,95.49195941326916,116.12138111027906,117.0402382490095,106.57829643735832
2020-11-23,97.42704228147134,102.73321780558578,110.79635774543932,94.45079590896728,118.24123076214947,115.90808453589105,106.08560818711919
2020-11-24,96.04297529889261,101.95210138826863,109.44290582559387,96.17737217353533,118.92425694625,116.92433479046238,105.59784680926072
2020-11-25,95.11055576315319,102.55661894712193,109.4566599921406,97.06206981240511,117.89165316017403,117.96575574996795,105.24916021766
2020-11-26,95.4473797571131,103.00423636162543,109.83431763140688,94.9854519418683,117.08336521236748,118.88823330890742,105.39197784467159
2020-11-27,96.28921935615045,101.44325058702914,109.0722269999213,93.59585760556334,118.75157323106149,119.5768348441399,105.08842135129093
2020-11-30,98.27047961239576,100.75140129969607,109.14677796864463,93.50946577632037,120.14505381375619,119.71273827896387,104.9908533955629
2020-12-01,101.21655167494545,100.20708511884831,107.45735486392039,93.10596631996356,120.22696046655419,119.13427979733046,101.39067620765219
2020-12-02,101.67753581827942,99.88147169941205,109.02673551361426,91.91777663631484,119.74398783042805,118.21459393959124,101.48923509444974
2020-12-03,100.71663812085674,98.55601473872355,108.32944346814111,93.76035082864782,121.1470815457329,119.79723685957102,101.54791955254761
2020-12-04,98.63148665521013,97.97784219073382,110.5967814904539,94.09147682150589,119.99764122271846,120.76526026108998,102.64911160900671
2020-12-07,98.93545447719674,97.3054741514712,110.60510495918132,94.57712412578722,120.51718900381181,119.97886727709586,104.04329372609453
2020-12-08,98.17368948161783,98.09835332539303,111.79275782058784,93.96247312366287,123.33681915639873,120.07468677044628,103.8897268371814
2020-12-09,97.80587814568939,98.93487386013814,111.7778871656072,94.6814616145573,123.63980459450536,119.76276024715911,104.78308000821221
2020-12-10,97.24793136713043,98.83024578038405,111.78823399319133,94.35968293144201,122.7336354909045,118.46655458448714,103.67661885756152
2020-12-11,97.14996369462028,98.48293567845745,111.18172449984765,94.1303442374953,123.28763595875839,118.72467947566628,104.517032041969
2020-12-14,98.23038670674177,98.66028992681306,111.35878206172407,94.74513359741485,122.75862658303592,118.27971294475064,103.96198320218761
2020-12-15,98.42413910701596,97.89708593593845,111.75815950408993,93.25153379043851,121.10753663517642,117.20527696237546,102.7787183347006
2020-12-16,98.30744302476985,96.81950409305273,110.92947748598722,94.79065089455247,122.00832055750328,115.53061685897063,102.62919302957094
2020-12-17,97.33349788545108,95.95182575474402,110.8351782636378,95.00168965545228,123.42918461773493,113.78350237747634,104.11823716571695
2020-12-18,95.75533789481968,95.38278570437933,110.20510589339531,96.26493398107614,123.09525923861098,113.4070183494277,104.34859869670497
2020-12-21,95.32892651011255,94.31718219389415,112.8139350727241,95.27333032510815,122.68083729341839,113.3558890172883,105.96428316239009
2020-12-22,95.31578865775813,94.50795174550682,112.75784578221881,94.4356141527259,121.55544672515867,112.41296994577985,105.21593465048878
2020-12-23,97.0547031256576,95.23820107948197,114.55956237224846,93.38206174220488,121.42188744295123,113.19213856544962,106.36677572704531
2020-12-24,97.2201033342159,93.77611163200586,114.38142076113778,93.6535415532627,120.78927162402069,113.16322558176695,105.71762976639701
2020-12-25,98.21951371461162,93.83720669799527,114.72426300400738,93.75285128553514,119.62204456417602,113.86347053085935,105.99850140069762
2020-12-28,97.76943020929689,93.6685117906442,113.26360567086738,93.35579627400922,121.95581804064727,113.70086356451384,106.27093084265084
2020-12-29,96.65640910430088,94.0265478337751,112.80347773836121,92.45086072701453,122.57508243962243,112.85454977787366,107.01903350947725
2020-12-30,95.76634786269055,94.0519960190695,113.0864438760834,91.32378836278639,123.3280294001899,113.02861256512755,107.33063406612398
2020-12-31,95.11237504105193,92.73183058866539,114.94026453936131,91.31604087212499,124.47211399882407,111.65505471033661,106.58281224216219
2021-01-01,97.19738278509391,91.60518663139443,115.24178302786976,90.92823767942636,125.48573277466397,112.30390513679936,107.56822874615925
2021-01-04,96.44085493661495,91.66880430765289,116.89423902129694,90.34308953007783,125.0184053809934,111.3008775973902,109.49095008262293
2021-01-05,97.29180973559465,92.65379732995896,117.69268668401611,91.78835368658751,125.4097649699426,112.37252504609516,108.89715056339627
2021-01-06,96.45586425504332,90.66107146435513,119.67154805155529,91.74951186399998,125.12286704518513,112.03764277417243,106.95963745039663
2021-01-07,97.39757067648675,91.01145063289138,119.64876210486659,92.95937743714168,125.7229689400822,113.27972996833762,107.53805004957144
2021-01-08,97.81234325991542,92.13745607520069,122.59211363310555,92.5019822621265,126.20375903636072,112.05995205687228,107.22537577569253
2021-01-11,97.69832350713465,92.03337573809415,122.0473071881665,92.76578141007899,125.77204897824596,111.34754181909636,107.1277348796278
2021-01-12,97.69757853472433,92.5781651177088,121.16389280111422,92.75142607351341,124.16088026433772,111.81723038320428,107.76831420358693
2021-01-13,97.0987883732851,91.96633858705938,119.75447277953863,91.226630333701,124.39232928867318,113.1790001704504,107.32050806394038
2021-01-14,97.57190751032934,91.89337735661636,122.62781003323246,92.57602851329638,124.18815838763784,115.12709900182128,107.07518378737176
2021-01-15,97.16783920095057,90.45204565447854,123.68627372489189,92.48798097976399,121.9113448947769,115.22081162564942,107.01083005063596
2021-01-18,96.02261404155995,88.39155159759387,123.32302121186483,93.21819080136183,122.58083832913502,117.40480614113946,108.63868767322266
2021-01-19,94.84124143714706,89.26451611010403,124.92297266075356,92.55680792059246,123.81941063087866,117.1120535621843,108.71483704725631
2021-01-20,95.04307692037163,88.42494416466836,125.83534296783114,92.44132804620058,127.04072482201958,118.45331011331506,107.42270271067244
2021-01-21,96.59443613932315,88.05827623100123,128.3852520470653,91.6801260887276,126.59534351004464,117.38945303328059,106.1881753690626
2021-01-22,96.78781021229211,86.88056876005801,126.46393856376963,92.85745850437384,125.96556915657193,117.93092486356997,106.37866701060467
2021-01-25,96.71172781734445,85.69844713274392,126.17926019107179,93.18434230709578,124.62564435783786,115.24751734178018,105.22603795724643
2021-01-26,97.02735382341942,85.58382702165439,125.64725055337753,93.56442550499399,124.93590149072465,114.00772736778566,103.6363092602614
2021-01-27,98.34217258690003,84.99569062644096,123.24097131618488,94.88181678621994,125.23901099047683,114.58684395614138,104.33877987848746
2021-01-28,98.59758607980457,85.35169143459316,124.60451320498673,96.02374419862478,124.27676275200672,113.13803359512586,105.09745765791006
2021-01-29,98.23253823357204,85.77311829880097,124.31775916075469,96.80018656927164,124.10918934139363,113.66756656655778,104.75315969577201
2021-02-01,99.36504522814347,86.08318940160339,125.29076721323203,95.47186990985378,121.72629986042,114.74848965430317,105.1032620956617
2021-02-02,99.83191866999579,86.32335224057502,128.33382709186446,94.84792855577794,122.9083367842295,114.22035084281777,105.3432990693079
2021-02-03,101.41748563561761,87.7312213104592,127.93245843321144,93.93809256998354,122.0135440723406,113.16421063550688,106.02222327977357
2021-02-04,101.64413727705508,86.83431690601647,127.4457681585655,94.66187315834522,122.02006422156977,112.67393191150938,106.70800989109219
2021-02-05,100.44729604801306,86.82134928534083,127.64813943135786,94.86149040724015,120.33969771092217,111.6355967035431,104.00493385033765
2021-02-08,99.12201643831257,87.84548765705343,128.9661596384653,93.58898618917824,119.68879771409053,111.56728149400699,103.79661395059891
2021-02-09,100.81234918017081,88.9989745032475,128.28866387292263,93.4498814689639,119.40237719913776,111.72592082056696,104.3773179868514
2021-02-10,102.60611353259903,87.77767618489352,127.53276287815038,92.10084722188853,119.4366615314755,111.42911350483486,103.99136067636725
2021-02-11,102.46305810832526,87.53893416825915,128.93974317228881,92.0887307819781,120.059028618009,113.35587744642561,104.07063503854685
2021-02-12,102.11202058671864,88.77143029140778,129.48066711141027,90.6131052578305,121.84798921743977,112.58834356484722,104.89678340394282
2021-02-15,103.65674324737735,89.25930369704805,126.91077730427945,91.13000625688773,122.79316901461593,114.21156038634008,105.0237068096937
2021-02-16,102.5565586194674,89.46954505392675,125.4152686875119,91.5116927218815,124.02994553263727,113.07373511326165,106.6620364588841
2021-02-17,101.68371552994489,89.31071251941994,127.36318623011651,93.3117687185284,125.88692378976248,113.20132885900381,107.91405901739812
2021-02-18,102.38092700747934,89.00418868084282,127.92728571180041,94.14394787029443,126.65681093220395,114.59440244723996,107.82931054631237
2021-02-19,102.01852192872158,89.29679733104344,127.00672817533882,93.78414657775294,126.66098156188812,115.94460458288185,107.65902505037357
2021-02-22,102.05411029068749,89.10735527323179,126.84120708765958,94.59234277786817,127.99679182028395,115.50455326219584,104.67557616567105
2021-02-23,101.92820946268439,89.10505756184133,126.90875110355265,93.31677525877637,129.4293655495117,116.19393500065829,104.37610753729352
2021-02-24,102.31379191217893,89.21079769801521,127.89705296056246,92.45991181390548,130.32364727087005,116.73103466908552,103.01433005740874
2021-02-25,103.80553580707397,88.64338118429926,126.22209734797578,92.80556355577544,128.4930317155577,116.1489068481919,103.28378571567131
2021-02-26,103.94117871467347,89.15198956767163,125.21516045571302,90.86038462446069,127.4673270642947,116.9132897735613,103.48318211446754
2021-03-01,104.65450934992818,91.82504737422244,125.6076423332971,90.86296438281236,127.1683160726155,119.15884902323224,104.24747767423459
2021-03-02,102.5717769849033,90.24383108346032,125.53250800783258,89.97661945135408,128.21489746448754,119.77014832361579,105.75598056509423
2021-03-03,102.56283475493433,90.5729285455099,126.30294477574886,90.10385263618932,128.23881636494602,120.49858849806434,105.77050246132859
2021-03-04,101.74231874807391,89.92297455255378,124.80946205797233,89.17364708576238,129.75693437617798,121.35978809286088,108.25351515910752
2021-03-05,100.55000836885381,90.47987871652201,125.306101719047,89.58859653372984,131.52741790165533,119.64748839424384,108.54885557258017
2021-03-08,99.71076806304947,90.55822971784085,126.73209799399423,89.64176290951416,133.16740696703326,120.24749408919189,107.17877015998096
2021-03-09,99.41792619067978,91.28729431938712,127.40150793104989,90.94227589846382,134.83643366447004,119.07868270832252,106.62067803350976
2021-03-10,100.37282133706972,92.40366844087335,127.62990346893876,90.98478728038077,133.49880177378185,118.42568161225881,106.26649084539585
2021-03-11,99.08990205438802,92.6186838537434,127.55859920647985,90.32424260235689,134.1983403293,121.06226769132384,106.9403577906797
2021-03-12,99.15991545406328,93.71060972859972,126.54871705710684,90.1375676886094,133.43888288466803,120.80436345366698,105.97452936482212
2021-03-15,98.72045411845691,91.57592729860806,126.5082297269313,88.96959384968572,131.3089447607378,119.96147686421727,105.7014929725867
2021-03-16,98.43687002646101,93.08126769024729,128.1631961439282,89.36740708990948,130.98439477803993,121.40068133200221,105.57362898776101
2021-03-17,99.46869857854523,93.46841569955599,128.06195069565695,89.93206430430396,132.78424088018974,120.30374113440487,105.14363907644946
2021-03-18,100.04540789659337,94.5191077790192,126.97828616356716,92.21718528745923,133.45081487227722,119.81459777030967,106.04267000526062
2021-03-19,101.43296561087907,93.41045298793314,126.40532713284472,91.68219041955726,136.22542846616147,121.36906788087352,106.76762824029167
2021-03-22,101.31688557642222,92.67470413357066,126.71014166502069,91.47358105536767,136.5216728118264,121.4695636866243,108.06365434311407
2021-03-23,100.6544798269533,92.84718219923445,126.28824953244208,90.98481402189663,139.96066302515277,119.6352770110158,107.74961907983864
2021-03-24,100.46958771351659,92.86850431986886,126.95339132969549,91.21448860288446,140.265438530142,120.33597862473653,109.09678995353782
