,SPY
2022-12-02,98.3319203809336
2022-12-05,97.51245279078871
2022-12-06,97.45955439649802
2022-12-07,95.79976015028895
2022-12-08,94.44236260216981
2022-12-09,96.51343292856613
2022-12-12,95.31698049575174
2022-12-13,94.31498817239522
2022-12-14,96.10191603200377
2022-12-15,98.97427079207726
2022-12-16,97.86062368517186
2022-12-19,97.5399238437157
2022-12-20,97.91280375714878
2022-12-21,99.65999089227479
2022-12-22,98.72080659741684
2022-12-23,98.5183625096582
2022-12-26,99.32688980339131
2022-12-27,99.79958138074058
2022-12-28,99.46466226971434
2022-12-29,99.3713853393601
2022-12-30,98.05369534306409
2023-01-02,97.85957107908992
2023-01-03,97.63827983474947
2023-01-04,97.90438379637104
2023-01-05,97.4011536129624
2023-01-06,97.90067456689636
2023-01-09,98.93673426790654
2023-01-10,99.13027471830547
2023-01-11,99.51938560795088
2023-01-12,99.61213643199022
2023-01-13,99.65207335602643
2023-01-16,98.97519592094261
2023-01-17,99.3286664916821
2023-01-18,99.27178077290188
2023-01-19,101.4121627523032
2023-01-20,103.06157047488492
2023-01-23,103.5013904341694
2023-01-24,102.75571524633236
2023-01-25,101.65963889682006
2023-01-26,102.91895043360506
2023-01-27,103.23100889751005
2023-01-30,103.76935705802066
2023-01-31,102.01550952496208
2023-02-01,103.00723625935684
2023-02-02,103.51778607628306
2023-02-03,102.41560947270673
2023-02-06,101.97461290026565
2023-02-07,102.28479814826177
2023-02-08,102.37942136710312
2023-02-09,102.12157520971681
2023-02-10,102.05676056731853
2023-02-13,101.84065245306482
2023-02-14,102.036948307228
2023-02-15,103.59094325939566
2023-02-16,101.00634345140698
2023-02-17,100.80770776872751
2023-02-20,101.02620542968039
2023-02-21,101.3662182994638
2023-02-22,101.03032678521926
2023-02-23,99.31071982441182
2023-02-24,99.67685205005485
2023-02-27,101.45415038948727
2023-02-28,99.9498301980181
2023-03-01,100.8572995665481
2023-03-02,100.56672021687814
2023-03-03,100.54527730803164
2023-03-06,99.53199610990828
2023-03-07,99.23934907397218
2023-03-08,100.57815084321302
2023-03-09,101.20635972987976
2023-03-10,103.01604101501083
2023-03-13,104.27783558031929
2023-03-14,104.77861542658637
2023-03-15,106.66456939967254
2023-03-16,107.17671097225188
2023-03-17,108.11104122377225
2023-03-20,107.83401523051306
2023-03-21,107.94896909020333
2023-03-22,107.24161455669578
2023-03-23,108.35146058555661
2023-03-24,107.12508516406038
2023-03-27,108.00966083924794
2023-03-28,107.84706564942417
2023-03-29,109.16130336271861
2023-03-30,110.02804915282358
2023-03-31,112.09444637670633
2023-04-03,112.96178030076175
2023-04-04,111.24434980836013
2023-04-05,111.21436996685756
2023-04-06,109.96251421632688
2023-04-07,109.43784137904483
2023-04-10,111.14870770659797
2023-04-11,111.90433470528731
2023-04-12,111.16938704910413
2023-04-13,110.09216448400893
2023-04-14,110.17232103168126
2023-04-17,108.88367313113247
2023-04-18,108.1986284848266
2023-04-19,108.58016904065444
2023-04-20,109.88582867771855
2023-04-21,110.60104310688237
2023-04-24,108.13891226306535
2023-04-25,108.511948635964
2023-04-26,108.63358657434672
2023-04-27,109.12778458038912
2023-04-28,110.95021952790385
2023-05-01,108.72798853742576
2023-05-02,108.13043295548181
2023-05-03,108.81479125371798
2023-05-04,107.15017232847947
2023-05-05,108.78688889610706
2023-05-08,109.23203562513042
2023-05-09,110.20477506475383
2023-05-10,109.62120039413435
2023-05-11,110.56111300662965
2023-05-12,111.79346903595251
2023-05-15,112.09894544032836
2023-05-16,112.40696836287334
2023-05-17,112.75635766228129
2023-05-18,111.83179492551591
2023-05-19,111.71160830146914
2023-05-22,111.58597826506964
2023-05-23,112.05942802186917
2023-05-24,113.23072830382459
2023-05-25,112.08328595709641
2023-05-26,111.98804552977131
2023-05-29,113.70492149471072
2023-05-30,112.90771486620852
2023-05-31,112.02793975385572
2023-06-01,112.29971952509372
2023-06-02,113.29728627790195
2023-06-05,113.35556558738259
2023-06-06,114.91802896016266
2023-06-07,115.95324185424917
2023-06-08,116.98026239057853
2023-06-09,117.67733007942462
2023-06-12,120.49676656280701
2023-06-13,120.2979163255306
2023-06-14,117.95887883216744
2023-06-15,119.91445611604559
2023-06-16,119.41461875086232
2023-06-19,119.59134025574951
2023-06-20,121.2162256718875
2023-06-21,119.33722923790948
2023-06-22,117.90000763524502
2023-06-23,116.07355592298352
2023-06-26,115.20149550966154
2023-06-27,115.75537128646212
2023-06-28,116.41029478080362
2023-06-29,116.77905332191143
2023-06-30,115.18690356583483
2023-07-03,112.60149842354461
2023-07-04,112.70779211257809
2023-07-05,112.22219597647707
2023-07-06,112.7840193212236
2023-07-07,113.62393648722798
2023-07-10,113.82664201773818
2023-07-11,114.7410600425584
2023-07-12,115.05037219190592
2023-07-13,115.70810673245155
2023-07-14,114.94157616793261
2023-07-17,114.78121657455902
2023-07-18,115.05331306145902
2023-07-19,116.0476517299891
2023-07-20,115.63786861952048
2023-07-21,116.28861465255515
2023-07-24,116.02628618131037
2023-07-25,115.93635175739207
2023-07-26,116.94883590460263
2023-07-27,114.68691477803492
2023-07-28,113.25492057467716
2023-07-31,111.6332961701358
2023-08-01,109.1019970054447
2023-08-02,108.40785534126547
2023-08-03,109.26705062860378
2023-08-04,108.99980039198587
2023-08-07,109.25929951596795
2023-08-08,110.5000669398154
2023-08-09,112.0217431891344
2023-08-10,111.98910712169379
2023-08-11,113.56069680790442
2023-08-14,113.71083992959335
2023-08-15,112.8077172392121
2023-08-16,112.18404128581156
2023-08-17,110.57957342825078
2023-08-18,109.64567657653888
2023-08-21,109.29753888865221
2023-08-22,110.2234565134935
2023-08-23,112.18142495581492
2023-08-24,110.68580601912963
2023-08-25,111.16592288033216
2023-08-28,110.0592048095061
2023-08-29,110.62713664278061
2023-08-30,110.52641596776948
2023-08-31,108.56461141567475
2023-09-01,109.62094525283659
2023-09-04,109.00333253189002
2023-09-05,108.46629212630334
2023-09-06,107.35508900737385
2023-09-07,106.69764599751004
2023-09-08,107.19804382748661
2023-09-11,107.03817613989186
2023-09-12,107.43351350482058
2023-09-13,107.86618118457308
2023-09-14,109.3439055670014
2023-09-15,109.01332808810193
2023-09-18,107.45816108741435
2023-09-19,108.65457318413982
2023-09-20,108.33831910041121
2023-09-21,109.59643422198681
2023-09-22,110.061424077088
2023-09-25,109.96116250837606
2023-09-26,110.38949709231464
2023-09-27,112.60939170227809
2023-09-28,115.01872315743584
2023-09-29,115.14460077307285
2023-10-02,115.3753403149021
2023-10-03,116.67042085268808
2023-10-04,115.73422906525555
2023-10-05,116.16680559058163
2023-10-06,116.1832294294193
2023-10-09,116.59513988122802
2023-10-10,115.67377017491654
2023-10-11,113.89514313678919
2023-10-12,111.60305160631805
2023-10-13,110.40711205831182
2023-10-16,109.94583107585436
2023-10-17,109.6678095937238
2023-10-18,111.85777469060163
2023-10-19,113.14703065641653
2023-10-20,112.1085073622252
2023-10-23,112.54400520663597
2023-10-24,112.13163797542691
2023-10-25,111.85796331834517
2023-10-26,112.11029217467254
2023-10-27,112.85173183321615
2023-10-30,112.51451827325015
2023-10-31,113.76339168076323
2023-11-01,112.51667104153964
2023-11-02,112.56882229416907
2023-11-03,115.57752600210294
2023-11-06,115.88198737253632
2023-11-07,117.60181489001478
2023-11-08,117.75658676230437
2023-11-09,118.48986634217586
2023-11-10,118.46998162626396
2023-11-13,118.31558848088291
2023-11-14,117.4438925228389
2023-11-15,117.99753361571024
2023-11-16,117.04381487349531
2023-11-17,117.87257913205032
2023-11-20,119.20647494938939
2023-11-21,119.69207309522602
2023-11-22,119.39769548039165
2023-11-23,119.98893806377609
2023-11-24,119.66699280131341
2023-11-27,120.84011357899536
2023-11-28,118.69465078307041
2023-11-29,118.34429873814804
2023-11-30,116.05799719228757
2023-12-01,114.38150927307342
2023-12-04,115.99859233058396
2023-12-05,117.08848204461688
2023-12-06,116.29558579094986
2023-12-07,114.60713574500983
2023-12-08,111.30395369309672
2023-12-11,110.74495174188445
2023-12-12,113.50353428854314
2023-12-13,114.04382658663981
2023-12-14,113.45282314433052
2023-12-15,114.02730046550924
2023-12-18,112.30611515052166
2023-12-19,112.0174967790087
2023-12-20,112.17384496275284
2023-12-21,112.12214400720669
2023-12-22,113.05754193461684
2023-12-25,113.49324980012223
2023-12-26,114.30000587576303
2023-12-27,113.56131364471594
2023-12-28,114.63131863569431
2023-12-29,116.56049667001977
2024-01-01,115.48133645246746
2024-01-02,114.50654365557365
2024-01-03,116.09279341497461
2024-01-04,115.91722684139188
2024-01-05,117.60300508813286
2024-01-08,117.13056250738269
2024-01-09,118.8948735652795
2024-01-10,119.09893632969397
2024-01-11,119.45465384853806
2024-01-12,121.38702731190814
2024-01-15,120.99706741893417
2024-01-16,119.91163399416101
2024-01-17,119.42271742555408
2024-01-18,120.0121257462876
2024-01-19,118.1949281313314
2024-01-22,118.99838289094677
2024-01-23,118.40633080902951
2024-01-24,119.82116233666609
2024-01-25,117.03320690736676
2024-01-26,116.1627304219225
2024-01-29,114.26580703385324
2024-01-30,113.37093806049101
2024-01-31,113.69753712290456
2024-02-01,113.53935002358155
2024-02-02,113.2973408072154
2024-02-05,113.16238795496407
2024-02-06,113.43814734688912
2024-02-07,112.34476146985534
2024-02-08,113.18694893985469
2024-02-09,113.98507591240374
2024-02-12,114.47058680010439
2024-02-13,115.15548291866484
2024-02-14,115.54353907150498
2024-02-15,117.96620128102839
2024-02-16,117.91065915599117
2024-02-19,117.59615974728175
2024-02-20,116.76006514411841
2024-02-21,115.60722765047586
2024-02-22,114.22312351414293
2024-02-23,113.25770373542541
2024-02-26,113.22296116951745
2024-02-27,113.64754329693716
2024-02-28,113.75117122453162
2024-02-29,112.92885306023788
2024-03-01,113.99559954002197
2024-03-04,114.8875672278344
2024-03-05,114.75018840031788
2024-03-06,114.04901696110754
2024-03-07,114.72209155768067
2024-03-08,114.98392596869347
2024-03-11,113.37615227897264
2024-03-12,113.3444337790054
2024-03-13,113.6872920767874
2024-03-14,112.71411751313296
2024-03-15,112.9734814162487
2024-03-18,111.3863611407562
2024-03-19,112.92984097783017
2024-03-20,114.39372767616518
2024-03-21,114.15087931432974
2024-03-22,114.61235628706147
2024-03-25,111.92806630431062
2024-03-26,110.68550849174468
2024-03-27,110.40496813024482
2024-03-28,109.27130252947089
2024-03-29,110.09875861778701
2024-04-01,112.36480143569025
2024-04-02,111.09487730708855
2024-04-03,110.21245947282716
2024-04-04,110.51645637917184
2024-04-05,112.35635910360138
2024-04-08,111.0357092728678
2024-04-09,111.35710683510037
2024-04-10,113.449205086163
2024-04-11,111.63533402763592
2024-04-12,110.25842414851583
2024-04-15,109.83627576152679
2024-04-16,109.30968173558122
2024-04-17,110.2456418237834
2024-04-18,110.55659710196859
2024-04-19,108.65502555921272
2024-04-22,109.26018588046409
2024-04-23,108.67444559427175
2024-04-24,110.11234332030364
2024-04-25,109.46723406175573
2024-04-26,108.81608018660475
2024-04-29,109.45028582609875
2024-04-30,110.33262869796626
2024-05-01,110.87247798553972
2024-05-02,109.06289353464351
2024-05-03,109.69514016167633
2024-05-06,108.6098371200295
2024-05-07,108.90922594035104
2024-05-08,107.41259009075725
2024-05-09,107.93623357067284
2024-05-10,107.11195906314205
2024-05-13,105.78918439464817
2024-05-14,106.58965784332015
2024-05-15,106.89028492644141
2024-05-16,106.27851687093342
2024-05-17,107.87519471015703
2024-05-20,107.44385479418435
2024-05-21,107.52135799822182
2024-05-22,107.85401948569788
2024-05-23,107.23063499545617
2024-05-24,107.78013283365311
2024-05-27,107.24959928006396
2024-05-28,106.85175839121645
2024-05-29,108.36106707425365
2024-05-30,107.28222770971405
2024-05-31,104.76661907021342
2024-06-03,106.51060639736967
2024-06-04,109.3045311385211
2024-06-05,108.90600357298577
2024-06-06,106.85970193710503
2024-06-07,106.57105411538986
2024-06-10,106.30897450475116
2024-06-11,106.14971142331828
2024-06-12,105.01640637603036
2024-06-13,105.66906695108973
2024-06-14,106.26726347060756
2024-06-17,104.73289146201611
2024-06-18,105.50994200056181
2024-06-19,107.74119786162926
2024-06-20,107.96980865930148
2024-06-21,107.64926401679959
2024-06-24,107.53951429085646
2024-06-25,108.24648795223246
2024-06-26,106.43177892728555
2024-06-27,106.64953805232109
2024-06-28,106.27642406608275
2024-07-01,108.30179455666433
2024-07-02,108.156580518755
2024-07-03,110.01963753227724
2024-07-04,108.85551646418091
2024-07-05,109.54046863660925
2024-07-08,109.93486567731902
2024-07-09,109.02722129802433
2024-07-10,109.26450006498258
2024-07-11,110.64166513207583
2024-07-12,110.32811838521093
2024-07-15,108.5205106874928
2024-07-16,108.54486235459406
2024-07-17,107.61277145422972
2024-07-18,107.28790533998922
2024-07-19,107.24329596968047
2024-07-22,105.47179015375858
2024-07-23,103.82293933746227
2024-07-24,104.36638180354348
2024-07-25,103.86379977069902
2024-07-26,101.27433065005576
2024-07-29,102.11314060817539
2024-07-30,102.4326098785169
2024-07-31,101.7446628631576
2024-08-01,100.45381477590958
2024-08-02,101.33746109171449
2024-08-05,101.73278823229377
2024-08-06,104.22746512255874
2024-08-07,104.70821335966629
2024-08-08,105.15701275776973
2024-08-09,105.0236238099358
2024-08-12,105.92730661367997
2024-08-13,106.63416144190381
2024-08-14,108.02051624208066
2024-08-15,107.5018380005612
2024-08-16,107.07760697287505
2024-08-19,106.60845658624586
2024-08-20,107.49785091445287
2024-08-21,109.16435605528292
2024-08-22,108.7080877133405
2024-08-23,108.29061123679836
2024-08-26,108.6747232520542
2024-08-27,108.45134240605773
2024-08-28,109.53259233220156
2024-08-29,107.13657034052714
2024-08-30,106.29702822463072
2024-09-02,105.51078393893727
2024-09-03,103.13198802225394
2024-09-04,102.18380695569572
2024-09-05,101.29344084917733
2024-09-06,101.13038378277625
2024-09-09,102.30313030623492
2024-09-10,102.09356178576294
2024-09-11,101.08699958089393
2024-09-12,101.06986219671197
2024-09-13,102.17670525425567
2024-09-16,101.22483487955127
2024-09-17,100.34742170176894
2024-09-18,100.94985126942045
2024-09-19,100.76675707191987
2024-09-20,101.4618998623393
2024-09-23,101.48864185158975
2024-09-24,102.24414439588266
2024-09-25,101.23178055114815
2024-09-26,101.26004370089719
2024-09-27,101.08735034484573
2024-09-30,99.90563482596832
2024-10-01,98.39512983134672
2024-10-02,99.11182911012628
2024-10-03,98.80411718317454
2024-10-04,97.83833493241177
2024-10-07,97.78338583229859
2024-10-08,98.93221040113295
2024-10-09,96.74005091614075
2024-10-10,95.3411113885194
2024-10-11,94.5030625958391
2024-10-14,95.93242439599258
2024-10-15,96.24238959438621
2024-10-16,97.02251580779443
2024-10-17,95.96096211267877
2024-10-18,94.93060066762756
2024-10-21,95.39481649273834
2024-10-22,95.48861119090091
2024-10-23,96.05244784659932
2024-10-24,95.91071092296984
2024-10-25,96.21633073011229
2024-10-28,96.40714259903513
2024-10-29,97.19876115959926
2024-10-30,98.02553921295353
2024-10-31,96.489030565671
2024-11-01,94.38259144020783
2024-11-04,95.37095693034505
2024-11-05,96.54906728036165
2024-11-06,95.60691194748338
2024-11-07,93.88275946491382
2024-11-08,94.01337997444676
2024-11-11,94.93054268447348
2024-11-12,96.69110761801376
2024-11-13,97.23049681561044
2024-11-14,96.90850137507803
2024-11-15,96.08526192201953
2024-11-18,96.13471175058042
2024-11-19,95.88579119583216
2024-11-20,94.95538304694556
2024-11-21,96.95962799715612
2024-11-22,98.74555298178588
2024-11-25,99.9137043080509
2024-11-26,99.03747882949614
2024-11-27,99.92786201033942
2024-11-28,100.60931118231402
2024-11-29,101.0959702426442
2024-12-02,102.40821344158297
2024-12-03,103.10218978322425
2024-12-04,103.9095461955094
2024-12-05,104.6153024019609
2024-12-06,105.01442792052038
2024-12-09,103.19925542914017
2024-12-10,103.32691034851766
2024-12-11,102.79491937454554
2024-12-12,101.52829415637086
2024-12-13,103.29156175363232
2024-12-16,105.13504213582492
2024-12-17,106.61645323881383
2024-12-18,106.93166435718256
2024-12-19,108.42907046564108
2024-12-20,108.48552593767513
2024-12-23,108.74924586332556
2024-12-24,107.60961706379423
2024-12-25,108.08089069560451
2024-12-26,108.18944317777121
2024-12-27,106.8319749687733
2024-12-30,106.82001354275978
2024-12-31,106.77758284659085
2025-01-01,108.75782459948888
2025-01-02,109.77861545063774
2025-01-03,109.83510607106281
2025-01-06,110.15275436231956
2025-01-07,110.24555568593175
2025-01-08,110.06609647986747
2025-01-09,108.9246970201287
2025-01-10,108.80380123985174
2025-01-13,108.03824546483654
2025-01-14,106.73852302922597
2025-01-15,107.32851363727414
2025-01-16,107.79238312024171
2025-01-17,105.92591380202802
2025-01-20,105.83836554365533
2025-01-21,106.94023113145195
2025-01-22,108.1222280321128
2025-01-23,109.28079783789542
2025-01-24,109.36706885513301
2025-01-27,108.49014891456233
2025-01-28,107.36372695408309
2025-01-29,107.77744819998966
2025-01-30,108.23028618808512
2025-01-31,109.67643682053725
2025-02-03,110.93387955959244
2025-02-04,110.83161389920808
2025-02-05,109.5049768411148
2025-02-06,109.19976735473465
2025-02-07,109.4810248068988
2025-02-10,109.30371813982318
2025-02-11,108.71735829133995
2025-02-12,109.03624167756709
2025-02-13,108.53153132010085
2025-02-14,107.89516714909242
2025-02-17,108.27503490911134
2025-02-18,107.883795871979
2025-02-19,108.19073427733308
2025-02-20,108.53012322191546
2025-02-21,107.34344685755275
2025-02-24,106.87084684581278
2025-02-25,108.46188663102477
2025-02-26,107.25166056925283
2025-02-27,105.04738103852851
2025-02-28,103.15090827193869
2025-03-03,103.22222044860405
2025-03-04,103.29544880037898
2025-03-05,103.2153114206253
2025-03-06,104.51797924637343
2025-03-07,101.80210304307657
2025-03-10,102.24686161742386
2025-03-11,103.8974633266581
2025-03-12,102.77341139946365
2025-03-13,102.42477333802978
2025-03-14,101.69719192360552
2025-03-17,100.83204691381609
2025-03-18,100.5438158194977
2025-03-19,102.03016079341702
2025-03-20,103.96375516644444
2025-03-21,103.65654044373262
2025-03-24,105.6924582989721
2025-03-25,105.77236712772817
2025-03-26,107.6867139942113
2025-03-27,107.6293337226095
2025-03-28,107.81359967679967
2025-03-31,108.25164377987977
2025-04-01,111.79279224861108
2025-04-02,112.79363885484082
2025-04-03,112.04351235797209
2025-04-04,113.17975168695476
2025-04-07,112.81608792867553
2025-04-08,112.3098366532434
2025-04-09,113.38027837648632
2025-04-10,113.4609040670147
2025-04-11,113.82293955249561
2025-04-14,113.88440370823427
2025-04-15,114.31408169604592
2025-04-16,114.84684080616441
2025-04-17,112.6887678921236
2025-04-18,113.48781552841115
2025-04-21,112.42375795020412
2025-04-22,110.85824282091725
2025-04-23,110.8378343182813
2025-04-24,110.97533739855704
2025-04-25,110.2524712874218
2025-04-28,111.21700001424797
2025-04-29,109.77814837527909
2025-04-30,109.3760624879779
2025-05-01,108.78172128984185
2025-05-02,108.77455577978905
2025-05-05,109.12195255673365
2025-05-06,108.07086378414125
2025-05-07,108.89999509291768
2025-05-08,109.01222245547815
2025-05-09,107.01195380532344
2025-05-12,104.97840177571014
2025-05-13,105.00746456179992
2025-05-14,104.81760721139821
2025-05-15,104.75115284080458
2025-05-16,104.76374211257777
2025-05-19,105.04232227279302
2025-05-20,106.08491245286238
2025-05-21,104.95469546668326
2025-05-22,103.77333706386497
2025-05-23,102.68600436699886
2025-05-26,103.0243118200096
2025-05-27,104.35666167954692
2025-05-28,103.94907095776098
2025-05-29,101.42139636629197
2025-05-30,99.74771515577393
2025-06-02,98.95980747241016
2025-06-03,98.4487879514167
2025-06-04,98.08678101851902
2025-06-05,98.1638890047321
2025-06-06,97.89749436093909
2025-06-09,98.96976024982656
2025-06-10,98.34229296269355
2025-06-11,97.53692251711159
2025-06-12,98.04433302515663
2025-06-13,96.58885225642388
2025-06-16,97.00477950532212
2025-06-17,97.14316151742128
2025-06-18,97.03884453631788
2025-06-19,98.63183883382233
2025-06-20,98.0592653248549
2025-06-23,100.1405827063722
2025-06-24,99.95506263203451
2025-06-25,98.72621824315596
2025-06-26,98.83479735249949
2025-06-27,97.81591468736693
2025-06-30,97.122175986085
2025-07-01,97.54756109707363
2025-07-02,98.13027043262035
2025-07-03,97.5606473834929
2025-07-04,98.5681572358936
2025-07-07,99.75561432076519
2025-07-08,101.23923260292361
2025-07-09,101.8173467342989
2025-07-10,103.25635471887841
2025-07-11,101.37300091950831
2025-07-14,101.09166981126319
2025-07-15,100.25908389815332
2025-07-16,100.41884944813066
2025-07-17,99.88658985429342
2025-07-18,99.76065454347426
2025-07-21,101.69677700308246
2025-07-22,101.56494167773266
2025-07-23,102.02688291422588
2025-07-24,101.83090497321454
2025-07-25,101.94880506139425
2025-07-28,101.99572931289114
2025-07-29,102.49501708439493
2025-07-30,103.73787231630854
